"gene","symmetric_difference","branch_score_difference","path_difference","quadratic_path_difference"
"A6NFT4",6,0.211461830092421,14.456832294801,1.25673189182336
"A6NG13",6,0.553045745238404,14.9666295470958,5.31575485396639
"A6NJZ7",6,0.43140569971378,15,5.15478903843119
"A6NK02",10,1.36623606224094,10.295630140987,5.39491375516425
"A6NKD2",14,3.25098565537012,24.1039415863879,12.1880590778271
"A6NNM3",6,0.41866806758466,14.142135623731,5.28302406761559
"A6NP61",10,1.57241834116667,13.3041346956501,9.8824221818813
"A6P7L8",6,0.325251239878362,14.8660687473185,2.49309408176015
"A6PVC2",6,0.55364354310517,13.114877048604,4.38068557220236
"A6PWD2",8,0.91947649369916,15.9059737205869,6.92461251528259
"A6QLE1",10,1.73664686251667,17.2046505340853,10.04452850789
"A6QLW9",4,0.252293119998212,12,1.84930095631677
"A6QNW6",20,1.60181694180906,26.6270539113887,14.5381601410176
"A6QQ71",12,1.98815971244235,18.7616630392937,9.27415387706611
"A6QQ94",12,4.02124846748243,20.7846096908265,20.9460301014345
"A6QQL3",8,0.234882068650486,16.9705627484771,2.17689757807913
"A6QQM8",6,0.232934908559671,10.6301458127346,1.47308337930473
"A6QQV6",4,0.485878449388255,9.38083151964686,4.30163388986503
"A7DTF0",10,0.580169667856295,20.5426385841741,6.90164138625881
"A7X5R6",2,0.702562815341733,9,6.14620841050723
"A7X8B7",14,9.62857607201839,20.4939015319192,44.1462301426601
"A7YWH3",2,1.28191391192283,3.46410161513775,3.44435367589541
"A8D8P8",6,0.455097597038464,15.8745078663875,3.07506550327408
"A8E0R9",4,0.759081920697502,9.8488578017961,8.0835889811247
"A8KBF3",6,0.325341295551418,14.8660687473185,2.49357491726838
"A8MPH9",2,1.65640063348622,7,12.0130785183386
"A8TSS9",6,1.16944229933362,14.9666295470958,10.9554068121877
"A8WMY3",6,0.415559535166619,14.8660687473185,4.16150383221735
"A8WQY8",6,0.466397623665525,14.8660687473185,3.41575529639481
"A8WR63",6,0.389373447249376,13.114877048604,1.30012282232996
"A8WSU9",10,0.589409120000504,17.8885438199983,6.77325007100811
"A8WTE8",6,0.548818532446002,14.2828568570857,2.62999994292693
"A8WVU9",14,6.7813541381393,20.6155281280883,28.0347449323524
"A8WZ92",10,8.5174661967371,17.7763888346312,37.6689419645059
"A8X5H5",4,0.27968163963051,11.3578166916005,1.55682595883245
"A8XZJ9",10,0.26229570531286,17.6918060129541,2.27561990082318
"A9CPT4",24,1.63300328258334,31.3209195267317,12.6512916550793
"A9Q751",4,0.858048992148426,12.6885775404495,5.2599767836142
"A9RA82",16,2.82103414481693,18.6547581061776,17.2059038004912
"A9ZSY0",4,0.469025207044555,11.5758369027902,5.11815477005655
"A9ZSZ2",6,0.325312539077123,14.8660687473185,2.4935208853273
"B0BLW3",4,0.880985518314167,10.4403065089106,10.3152310860898
"B0BMX9",8,0.621386490645745,18.2482875908947,6.32729954415642
"B0BN28",4,0.789557782028931,10.6301458127346,8.82464986134556
"B0CM26",6,0.601155000064723,14.8660687473185,2.74737047072131
"B0LSW3",10,0.26229570531286,17.6918060129541,2.27561990082318
"B0M1H3",4,0.386604555023496,4.89897948556636,1.2514488803927
"B0VXE6",6,0.601155000064723,14.8660687473185,2.74737047072131
"B0W2W6",8,0.706720523942025,16.1245154965971,7.35027953770255
"B0WH58",10,2.59052256051652,21.7485631709315,12.8954058984416
"B0XDC4",10,4.91897726390156,17.3205080756888,20.6622032976982
"B1A8Z2",14,0.771092100357814,18.8944436276912,4.06506498663038
"B1ASB6",2,0.68076073822058,5.65685424949238,7.78307153336554
"B1Q3J6",8,0.371009719918439,17.464249196573,2.76012207448808
"B1WBT0",4,0.676313907380985,12,4.09239860173315
"B2GUN4",4,0.591673848484826,12,7.12631858035576
"B2GV50",2,0.264980105246431,5.65685424949238,2.02610171849939
"B2RQC2",10,0.867278777086525,19.8997487421324,7.58633849444807
"B2RR83",4,0.389570425975121,8,4.13035948788605
"B2RV13",14,1.38839211687911,23.0867927612304,12.3456053945294
"B2RV46",10,0.827911741023158,17.8885438199983,5.84084725796413
"B2RW38",16,10.0688885433882,28.2134719593318,59.9729493463311
"B2RX14",6,0.599219195336074,14.8660687473185,6.85138592575071
"B2RXZ1",6,0.448537281578509,11.3578166916005,5.10608949248857
"B2RYF7",6,0.637298457381619,13.6014705087354,7.41236337116741
"B3EX35",16,2.80271933394049,18.6547581061776,16.2538449868184
"B3LVG7",0,2.0429245178848,0,8.35722269609636
"B3LVQ1",8,0.598732741997094,16.3095064303001,4.27062136937457
"B3LWS4",4,0.41842637414576,10.6301458127346,4.35348268218137
"B3M185",14,0.390891410403719,21.540659228538,2.82437510060355
"B3M383",10,5.07102572097173,17.3205080756888,21.3792701114883
"B3M6I4",4,0.626790436073003,12,4.93444517206688
"B3M8G0",16,2.00511511405666,23.832750575626,14.2270268292854
"B3MB79",0,0.209390510054939,0,0.439162231319808
"B3MCZ5",6,0.470383704954858,14.8660687473185,3.45336883579983
"B3ME25",8,0.243170175818685,16.6433169770932,1.12260659113707
"B3MEY6",10,0.261999163232158,17.6918060129541,2.27116074371556
"B3MLC5",6,0.671742530562561,13.2664991614216,5.53095799626307
"B3MMA5",4,0.360036479185073,12.6885775404495,1.24165615132224
"B3MPN6",2,0.957103531468368,6.48074069840786,10.4359614833272
"B3MRC6",8,0.862844828398531,15.8745078663875,8.33743432248581
"B3MZY6",0,0.486282139688097,0,1.19121875870753
"B3N1G9",6,0.509927967832142,14.8660687473185,4.41740245945802
"B3N5N3",6,0.658952145155105,13.2664991614216,5.41912832821046
"B3N6U7",4,0.76183686026023,9.8488578017961,7.14761508422062
"B3N946",6,0.942140050079649,11.13552872566,10.4059273598329
"B3NAN8",4,0.360036479185073,12.6885775404495,1.24165615132224
"B3NBB6",4,0.671862373997821,12,7.89661666768358
"B3NE99",2,0.613080165325909,8.06225774829855,4.90595794916957
"B3NEF0",6,0.689091326409989,11.6619037896906,6.34951174950078
"B3NMI5",8,0.243170175818685,16.6433169770932,1.12260659113707
"B3NPW0",10,0.261999267388418,17.6918060129541,2.27116234172252
"B3NRC6",6,0.470383704954858,14.8660687473185,3.45336883579983
"B3NXQ7",10,0.853322560519947,19.6214168703486,8.13656650696504
"B3NZR4",14,0.390857659045942,21.540659228538,2.82653104505898
"B3P100",8,0.529825808482953,16.3095064303001,4.15381923196285
"B3P3J9",0,2.04296803989747,0,8.35743241269773
"B3P3M8",4,0.440104270871829,10.4403065089106,4.6959487847057
"B3P3W1",8,3.50915809308382,16.4924225024706,15.0252030179876
"B3P7F8",8,0.603015448799684,13.4164078649987,6.53037953540269
"B3P9W1",6,0.509927967832142,14.8660687473185,4.41740245945802
"B4F7A7",10,1.48656215483013,17.464249196573,8.46920865816423
"B4F7C4",12,1.24689895871552,18.3575597506858,10.0118697399483
"B4GAJ1",10,0.26229570531286,17.6918060129541,2.27561990082318
"B4GAY7",8,0.243170175818685,16.6433169770932,1.12260659113707
"B4GDM5",6,0.470383704954858,14.8660687473185,3.45336883579983
"B4GEU5",10,5.0555961513996,17.3205080756888,21.35390609066
"B4GFJ8",12,0.311413071660266,20.0997512422418,2.53185591017619
"B4GFN8",8,0.520707475215447,16.3095064303001,3.99643650448742
"B4GK79",6,0.659968216970492,14.456832294801,5.49742747978604
"B4GN43",8,0.700271272706073,16.1245154965971,7.04316881404652
"B4GN46",8,0.700271272706073,16.1245154965971,7.04316881404652
"B4GS98",4,0.360036479185073,12.6885775404495,1.24165615132224
"B4GXH4",6,0.819584391636741,15.52417469626,8.23763243852448
"B4H1F5",16,2.59306341647237,23.685438564654,14.50661317715
"B4H9N7",6,0.509927967832142,14.8660687473185,4.41740245945802
"B4HBU3",0,0.572533022857601,0,4.9005185732424
"B4HEJ6",4,0.431373621513792,10.4403065089106,4.52797958926893
"B4HEM8",0,2.0429234479826,0,8.35721478245251
"B4HFB7",8,0.601774189245385,13.4164078649987,6.51643220303764
"B4HKC7",14,0.390891410403719,21.540659228538,2.82437510060355
"B4HLH4",10,4.91899342465799,17.3205080756888,20.662268736411
"B4HMV9",8,0.243170175818685,16.6433169770932,1.12260659113707
"B4HR14",6,0.470383704954858,14.8660687473185,3.45336883579983
"B4HSL3",10,0.261999267388418,17.6918060129541,2.27116234172252
"B4HT57",4,0.768980828331598,9.8488578017961,7.17460567408379
"B4HVU2",14,1.56820670791143,22.9782505861521,16.2459908714945
"B4HWI2",6,0.918592803108396,11.13552872566,10.8463544923803
"B4HXL7",6,0.671742530562561,13.2664991614216,5.53095799626307
"B4IAQ8",4,0.614626533286047,12,4.83429617318912
"B4IB36",4,0.846518431260538,8,4.91994407913138
"B4IBY5",6,0.548993204580568,14.2828568570857,4.13985927818301
"B4IL76",6,0.509927967832142,14.8660687473185,4.41740245945802
"B4IXJ2",22,2.08778256913386,27.6405499221705,14.9177346824504
"B4J3A3",0,0.585458395819817,0,2.72444691778525
"B4J613",6,0.569898738547343,11.8321595661992,5.49959294624383
"B4J6D5",8,0.242561723398954,16.6433169770932,1.11959906646782
"B4JAX0",6,0.668986468943983,13.2664991614216,5.4891549809533
"B4JCS7",4,0.360036479185073,12.6885775404495,1.24165615132224
"B4JHB4",6,0.541904019093656,14.2828568570857,4.15671246251079
"B4JT42",10,5.05557914725123,17.3205080756888,21.3551771090377
"B4JWA1",10,0.26229570531286,17.6918060129541,2.27561990082318
"B4JWS7",8,0.863250494704609,16.7332005306815,8.21837322959072
"B4JZQ9",6,0.509927967832142,14.8660687473185,4.41740245945802
"B4K5R2",10,4.9172561384627,17.3205080756888,20.6549059604056
"B4K5S8",6,0.54154137213163,14.2828568570857,4.15299979957007
"B4K835",0,2.0429671908277,0,8.35742473996232
"B4KHL5",4,0.360036479185073,12.6885775404495,1.24165615132224
"B4KLC0",6,0.657670518211813,13.2664991614216,5.40759001880931
"B4KNN9",8,0.243170175818685,16.6433169770932,1.12260659113707
"B4KT48",10,0.261999267388418,17.6918060129541,2.27116234172252
"B4KVI7",2,0.706530850249267,6.6332495807108,6.24099798243861
"B4L6T9",8,0.846236785569455,15.8745078663875,7.90654956104692
"B4L7F0",6,0.509927967832142,14.8660687473185,4.41740245945802
"B4L8V5",14,2.45058206284831,18.4390889145858,12.4896733983795
"B4LCX4",10,1.59826401449967,17.9164728671689,9.9044515201155
"B4LF72",2,0.685760592623108,5,4.44662308724685
"B4LM71",8,0.243170175818685,16.6433169770932,1.12260659113707
"B4LQ21",10,0.262295700657005,17.6918060129541,2.2756198281022
"B4LRY2",6,0.665253075447101,13.2664991614216,5.47585020624762
"B4LWT5",6,0.514113474448562,14.2828568570857,3.94737049849994
"B4LX81",10,5.07102572097173,17.3205080756888,21.3792701114883
"B4LY29",12,0.388723130155249,20.712315177208,2.85370519749264
"B4LY58",0,2.04303126955863,0,8.35773224376091
"B4M9A8",4,0.360036479185073,12.6885775404495,1.24165615132224
"B4MA12",6,0.819584391636741,15.52417469626,8.23763243852448
"B4MEW8",6,0.509927967832142,14.8660687473185,4.41740245945802
"B4MLE8",22,2.08530347210347,33.8969025133566,14.0192917160658
"B4MQL8",8,0.243170175818685,16.6433169770932,1.12260659113707
"B4MX21",4,0.360036479185073,12.6885775404495,1.24165615132224
"B4MXR8",2,0.541669078947684,8.06225774829855,4.4999145658625
"B4MY75",6,0.470383704954858,14.8660687473185,3.45336883579983
"B4MZ79",4,0.653124882326901,10.4403065089106,5.37035756804158
"B4N937",0,2.04292571269447,0,8.35721095819171
"B4NAD3",4,0.415169001725443,10.6301458127346,4.38687732661356
"B4NBB0",10,5.0702929852828,17.3205080756888,21.3762064454346
"B4NER4",6,0.809569596813171,15.52417469626,8.03605303645974
"B4NHI4",6,0.509927967832142,14.8660687473185,4.41740245945802
"B4NIM7",8,0.535588335655774,16.3095064303001,4.16223777959844
"B4NWM2",4,0.765283667735119,9.8488578017961,7.18948097489679
"B4NXB8",4,0.360036479185073,12.6885775404495,1.24165615132224
"B4NYT3",6,0.658952145155105,13.2664991614216,5.41912832821046
"B4NZ70",6,0.949211676685316,11.13552872566,10.6401020398315
"B4P5F7",8,0.243170175818685,16.6433169770932,1.12260659113707
"B4P6M6",6,0.470383704954858,14.8660687473185,3.45336883579983
"B4P6P9",10,0.26229570531286,17.6918060129541,2.27561990082318
"B4PD96",14,2.04141731464722,18.2482875908947,12.7285019657567
"B4PDM5",2,0.541669078947684,8.06225774829855,4.4999145658625
"B4PIP5",6,0.683349370614107,11.6619037896906,6.3006854289465
"B4PN49",8,0.601774189245385,13.4164078649987,6.51643220303764
"B4PR20",8,0.547864995749812,16.3095064303001,4.19213875524621
"B4PRJ9",10,5.05557914725123,17.3205080756888,21.3551771090377
"B4PSQ2",4,0.409273802566343,10.6301458127346,4.19624547235138
"B4PST0",0,2.0429666856417,0,8.35744919316169
"B4PUP5",12,0.388949925262991,20.712315177208,2.85375334037136
"B4PYR0",8,0.80329150761379,16.7332005306815,8.13301696768485
"B4Q5Z1",6,0.671742530562561,13.2664991614216,5.53095799626307
"B4QB88",8,0.243170175818685,16.6433169770932,1.12260659113707
"B4QFD2",6,0.470383704954858,14.8660687473185,3.45336883579983
"B4QHG6",10,0.262295687393885,17.6918060129541,2.27561962366026
"B4QHS6",4,0.788824593563421,9.8488578017961,7.42922654908742
"B4QK53",0,0.579498834551985,0,4.92541725372618
"B4QL99",4,0.846519143507703,8,4.91994853210002
"B4QMF4",6,2.23565682236651,13.1529464379659,11.9308577478356
"B4QX59",6,0.541129987693294,14.2828568570857,4.11915955811136
"B4QZU6",0,2.04292571269447,0,8.35721095819171
"B4R1D8",8,0.604434098644727,13.4164078649987,6.54336725664605
"B4USW8",16,2.80556025881969,19.1833260932509,16.060091195489
"B5DE31",14,4.38448247718581,17.4355957741627,19.0317876697471
"B5DMC9",6,0.81226096237776,15.52417469626,7.94294365739533
"B5DR03",0,0.354231090600401,0,1.36532072088284
"B5DRY3",0,0.381528179038923,0,1.93200501929878
"B7NZ88",18,2.88433864260358,20.8806130178211,18.0261776550692
"B7PS00",10,0.261999267388418,17.6918060129541,2.27116234172252
"B7ZR30",6,0.285364774225188,12.4899959967968,2.73077237226652
"B8A4F4",8,4.62048100200346,16.6433169770932,19.4297622785055
"B9EKI3",4,0.448855502178711,11.13552872566,4.74057368351178
"C0LZJ1",12,4.02124846748243,20.7846096908265,20.9460301014345
"C0SPG1",10,1.57239792746015,13.3041346956501,9.88234401334582
"C1L7Y4",12,1.15760868175296,19.1833260932509,9.11789242219412
"C3VD30",10,1.54635290018813,13.3041346956501,9.78890662589663
"C3XVT5",10,0.261999267388418,17.6918060129541,2.27116234172252
"C4QH88",12,1.51496730485152,17.0880074906351,6.58487877346742
"C9JQI7",4,0.699000530996661,12,4.12249643225757
"D0PV95",6,3.79549659479146,14.560219778561,15.6434114688039
"D2GVP7",8,0.546668425826331,13.7113092008021,5.42379368139078
"D2H0H6",2,0.787345429935759,6.70820393249937,8.6449824426462
"D2H3M0",2,1.08531398643667,9,7.68237265827974
"D2HHP1",16,8.03985277362556,18.8944436276912,34.0542355102195
"D2HXI8",6,3.39635087944755,11.6619037896906,16.5594509261797
"D3K5L7",10,9.83629399141228,17.8044938147649,39.8883396840359
"D3YUJ3",6,0.453418819141515,12.8452325786651,3.83561313728537
"D3YVL2",10,0.434301529006224,19.1833260932509,1.8480766105025
"D3Z2X2",18,3.12195317732643,21.0713075057055,26.5003360129976
"D3Z3K2",6,0.438120212488073,16.7332005306815,3.98376111669442
"D3Z4R1",14,1.95789025458554,19.0787840283389,12.0329737272261
"D3ZD32",8,0.419034035927516,17.464249196573,2.79161398494902
"D3ZKD3",10,0.563876793910696,17.5783958312469,6.06511581574339
"D3ZQF4",14,1.99015914464925,21.3541565040626,9.31479761073792
"D3ZU96",8,0.876091943635102,18.2482875908947,7.59236522039227
"D3ZVK1",6,0.258682741623378,12.4899959967968,1.04619976668021
"D3ZW91",12,9.86278550239773,20.4205778566621,40.6256240985214
"D3ZWE7",2,0.363797000146289,8.77496438739212,3.48462456757059
"D4A2Z8",14,1.33645982863377,19.1049731745428,9.42795136414753
"D4A7T3",8,0.446676683845178,15.2315462117278,4.50876435389542
"D4AC13",4,0.831341141663748,10.4403065089106,9.69815086114156
"D4AE59",10,4.24817017859772,17.3205080756888,18.1101381166993
"D5MCN2",10,7.37561034957228,17.2336879396141,31.0711657369783
"E1B9W9",8,0.895125478150258,18.2482875908947,7.70874435649233
"E1BE10",8,0.569130284936519,14.6969384566991,7.59513019233829
"E1BH29",10,0.58829561024167,19.6214168703486,6.37404209505904
"E1BHJ4",16,3.026404250371,19.9248588451713,17.4471312102286
"E1BNS6",6,0.326448524440577,14.456832294801,1.86103277791844
"E1BP74",4,0.591673848484826,12,7.12631858035576
"E1BPH3",12,1.24689895871552,18.3575597506858,10.0118697399483
"E1BPX4",6,0.250098983799933,12.4899959967968,1.01081872627878
"E1BZ85",4,0.56999158338383,12,6.68628168174183
"E1C3S7",4,0.812709066451216,12,8.91617321929357
"E1C6Q1",10,9.83629399141228,17.8044938147649,39.8883396840359
"E2IUK4",2,0.364945664100049,8.77496438739212,3.50279214497781
"E2QTD3",10,1.24092011730361,17.464249196573,10.036074517647
"E2R222",10,9.83629399141228,17.8044938147649,39.8883396840359
"E2RD63",8,0.569130284936519,14.6969384566991,7.59513019233829
"E2RDV1",2,0.81018084315684,6.70820393249937,8.80743668507508
"E2RSQ2",2,0.364783826352806,8.77496438739212,3.49982197775402
"E2RSS3",14,8.02887366161709,18.4661853126194,34.0122278570215
"E7F1H9",4,0.385996382214431,9.48683298050514,2.52874311898249
"E7FDB3",10,2.56114699594153,14.560219778561,19.8284248740344
"E7FDW8",16,1.22392665050494,21.9317121994613,11.1989241192532
"E7FE13",4,0.866275748253273,10.4403065089106,9.82585768767831
"E7FE40",6,1.18064873324733,14.8660687473185,9.32599319992619
"E9PSL7",6,0.66212151304025,15.2315462117278,6.86492638587585
"E9PVD1",4,0.598786641510874,10.0995049383621,6.6623434835651
"E9Q3T6",8,0.953519424232567,14.0356688476182,5.3527258292423
"E9Q414",16,1.67990519645611,23.0867927612304,12.0768969273344
"E9Q5K9",4,0.548971715942056,10.6301458127346,4.77420100003111
"E9Q5M6",6,0.374820736229296,14.2828568570857,3.17924981706566
"E9Q6W4",12,0.721399317595537,21.5638586528478,7.08460814557435
"E9Q7R9",4,0.448642057764218,10.9544511501033,2.93438991076518
"E9Q8T7",12,7.74345804459131,16.2480768092719,31.0277913490268
"E9Q956",2,0.683860216055159,8.48528137423857,7.58391556385666
"E9Q9F7",4,0.530410662630991,12,3.30446807888546
"F1LVW7",2,0.262019349964334,8.77496438739212,2.54457449508079
"F1LYL9",8,0.865079983002447,16.0312195418814,9.51048149367579
"F1M5F3",10,9.61646986056277,17,40.2356840274462
"F1M5M3",8,2.86426242158732,13.7477270848675,13.9170467495879
"F1M8G0",10,0.650373664938926,17.7763888346312,7.01645154849388
"F1MJR8",12,2.46683067843859,15.9059737205869,12.9419583088372
"F1MKX4",6,0.521142059265163,15,4.33388504163413
"F1MLX5",4,0.882543037631959,10.4403065089106,10.1641612940028
"F1N206",10,0.256970871800912,19.1049731745428,1.61822736163843
"F1N2W9",10,9.61646986056277,17,40.2356840274462
"F1N7G5",8,0.622197084306059,17.8044938147649,3.22706755977952
"F1P4W9",2,0.458512807303777,8.77496438739212,2.52101621521661
"F1QFR9",6,0.521142059265163,15,4.33388504163413
"F1QLR3",4,0.714862503775273,10.4403065089106,6.82082267946777
"F1QW93",8,0.468362914445134,15.2315462117278,4.79759223902591
"F1QYC4",10,1.04966362618701,19.1833260932509,10.2964002894925
"F1R237",4,1.46589815419192,11.3578166916005,10.5029701495875
"F1R2X6",6,0.521142059265163,15,4.33388504163413
"F1R777",8,0.406113878567867,14.2828568570857,3.87158224597752
"F1RRW5",4,0.489123223834052,14.0356688476182,5.07648667620587
"F1SS88",6,0.359038115007082,13,2.7382468883076
"F4IH25",10,0.272408438880463,19.1833260932509,1.95407648968794
"F4JP36",0,0.0852043329250748,0,0.0993812122165713
"F6PHZ6",12,1.99009854548043,18.7616630392937,9.3143161134033
"F7DRV9",8,0.427966272573492,15.2315462117278,4.24801175192634
"F8VPQ2",10,3.89149181281137,17.8885438199983,17.3856597225727
"G2HE57",8,0.199535002709445,17.464249196573,1.18887379922089
"G3UZ78",4,0.554257757156096,11.13552872566,3.85651490039323
"G3V7L5",14,0.700655862428527,33.466401061363,7.79756849382118
"G3V7X8",22,2.9073434670601,23.4946802489415,16.7807646614962
"G5E8Z2",6,0.409253996400777,14.142135623731,4.96212195980911
"G5EC24",8,0.390363482612401,14.1774468787578,2.07649891963256
"G5EC86",8,0.577717937915005,16.9705627484771,4.80638058328867
"G5ECD6",16,2.25851111515035,28.7749891398763,18.0824875138128
"G5ECH5",8,0.546938752972792,19.1833260932509,4.72590594096615
"G5ED39",2,1.0734270379193,8.77496438739212,9.74898335126671
"G5EDE2",4,0.337502171302333,10,1.77565082143926
"G5EEH9",2,0.389302030379063,5.47722557505166,4.7981481428076
"G5EEN4",10,0.263324726028452,20.8086520466848,2.18524772010601
"G5EET5",4,0.477053297136476,8.48528137423857,2.18508865949618
"G5EEV2",6,0.554908632650505,14.2828568570857,2.65673415917759
"G5EF60",4,0.559552539383045,9.8488578017961,6.93142077888235
"G5EG38",6,0.478286145811234,14.456832294801,4.39549469255436
"G5EGQ6",6,0.716099969635109,11.8743420870379,8.02409543616229
"H1UBK1",6,0.368170217513093,15.1327459504216,1.45444996406052
"H2L056",10,0.5594167335251,17.464249196573,5.25120050728197
"H2L099",12,1.67925548905496,19.4935886896179,7.14397183055126
"H9IWW7",12,2.26553744216931,21.2602916254693,10.8780656547649
"H9JD76",4,0.756840050019099,9.8488578017961,8.64316277246737
"K7SGN7",10,1.57236908370115,13.3041346956501,9.88207875433584
"M9MRD1",4,0.683922066335796,12,5.31220272526973
"M9MRD5",8,0.404023215149768,19.7989898732233,3.27973831170395
"M9NEY8",8,0.76421227597821,17.464249196573,6.01317012163045
"O00203",4,0.252448682506406,12.6885775404495,1.86422935579152
"O00238",8,1.27695299242628,13.2664991614216,6.87506992980538
"O00327",16,2.33878651433757,20.3224014329016,18.1741701999814
"O00507",4,0.231267622559327,12,1.18177275734176
