qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
sp|A2AU37|RD21L_MOUSE	lcl|NW_026782120.1_cds_XP_060069828.1_9941	59.239	184	66	2	1	175	1	552	1.56e-68	233
sp|A2AU72|ARMC3_MOUSE	lcl|NW_026782016.1_cds_XP_060065867.1_6327	44.564	653	308	5	15	617	43	1989	1.09e-146	456
sp|A2CEI6|PIWL2_DANRE	lcl|NW_026782055.1_cds_XP_060067150.1_7565	45.868	835	433	10	219	1046	406	2874	0.0	798
sp|A2CG63|ARI4B_MOUSE	lcl|NW_026782087.1_cds_XP_060068389.1_8677	45.522	402	193	7	3	398	4	1149	2.18e-87	313
sp|A2RUB1|MEIOC_HUMAN	lcl|NW_026782284.1_cds_XP_060074964.1_14557	56.989	186	77	2	725	909	2197	2748	2.14e-58	217
sp|A3KGV1|ODFP2_MOUSE	lcl|NW_026782164.1_cds_XP_060071195.1_11162	39.181	781	419	8	61	828	169	2382	1.15e-157	479
sp|A3KPW9|BAG6_DANRE	lcl|NW_026781892.1_cds_XP_060070236.1_999	29.684	475	297	11	711	1159	2608	3999	1.11e-54	209
sp|A3KQH2|DRC9_DANRE	lcl|NW_026782452.1_cds_XP_060078747.1_17949	36.901	355	187	4	7	324	25	1089	1.19e-63	207
sp|A4D1T9|PRS37_HUMAN	lcl|NW_026782064.1_cds_XP_060067490.1_7799	24.454	229	133	9	40	231	1093	1770	8.53e-13	67.4
sp|A4IH17|BAG6_XENTR	lcl|NW_026781892.1_cds_XP_060070236.1_999	29.828	466	285	12	694	1125	2617	3990	2.79e-47	185
sp|A4PES0|WEE2_PIG	lcl|NW_026782177.1_cds_XP_060071649.1_11601	52.809	356	158	8	168	519	580	1629	8.04e-116	355
sp|A5D8V7|ODAD3_HUMAN	lcl|NW_026782015.1_cds_XP_060065745.1_6229	38.411	302	184	1	248	549	157	1056	3.36e-36	140
sp|A5D8W1|CFA69_HUMAN	lcl|NW_026781942.1_cds_XP_060086183.1_2993	47.550	898	462	6	21	910	64	2754	0.0	844
sp|A5D9M6|BAG6_PIG	lcl|NW_026781892.1_cds_XP_060070236.1_999	28.329	413	236	6	762	1127	2800	3999	6.65e-32	135
sp|A6N7Y9|PIWL1_CHICK	lcl|NW_026782601.1_cds_XP_060081293.1_20233	52.411	788	361	9	88	867	286	2631	0.0	848
sp|A6NDE4|RBY1B_HUMAN	lcl|NW_026782476.1_cds_XP_060079351.1_18495	52.326	86	40	1	2	86	16	273	1.79e-23	103
sp|A6PVC2|TTLL8_HUMAN	lcl|NW_026782309.1_cds_XP_060075645.1_15186	49.738	382	174	7	262	634	1108	2226	1.09e-117	384
sp|A6QQL3|SEP14_BOVIN	lcl|NW_026782724.1_cds_XP_060082925.1_21690	62.604	361	131	1	23	383	52	1122	1.78e-155	446
sp|A7DTF0|MRG1_CAEEL	lcl|NW_026782145.1_cds_XP_060070682.1_10707	28.019	207	106	6	125	327	961	1464	6.28e-18	84.7
sp|A7X5R6|BAG6_ORNAN	lcl|NW_026781892.1_cds_XP_060070213.1_1000	39.011	182	84	5	24	192	4	507	1.62e-22	105
sp|A7X8B7|PRGR_GORGO	lcl|NW_026782185.1_cds_XP_060071956.1_11869	31.379	290	195	3	564	853	1333	2190	5.18e-40	159
sp|A8D8P8|SIWI_BOMMO	lcl|NW_026782601.1_cds_XP_060081293.1_20233	44.129	775	421	9	133	899	319	2631	0.0	676
sp|A8KBF3|PIWL2_XENTR	lcl|NW_026782055.1_cds_XP_060067150.1_7565	46.447	760	398	6	195	949	607	2874	0.0	747
sp|A8WVU9|ROCK_CAEBR	lcl|NW_026782046.1_cds_XP_060066874.1_7293	56.479	409	176	2	9	416	52	1275	1.77e-167	533
sp|A9Q751|PCDP1_MOUSE	lcl|NW_026782146.1_cds_XP_060070730.1_10739	39.066	814	431	18	32	801	94	2472	6.84e-160	488
sp|A9ZSZ2|AGO3_BOMMO	lcl|NW_026782055.1_cds_XP_060067150.1_7565	47.444	763	396	4	166	926	595	2874	0.0	754
sp|B0BLW3|LGR4_XENTR	lcl|NW_026782573.1_cds_XP_060080836.1_19825	33.944	819	490	8	45	814	172	2622	2.35e-124	409
sp|B0BN28|SKA1_RAT	lcl|NW_026781936.1_cds_XP_060085913.1_2747	46.667	120	64	0	133	252	463	822	4.88e-36	129
sp|B0LSW3|LIS1_FELCA	lcl|NW_026781925.1_cds_XP_060085602.1_2495	77.859	411	88	2	1	410	1	1227	0.0	693
sp|B1A8Z2|CIB1_SHEEP	lcl|NW_026781915.1_cds_XP_060081325.1_2008	50.785	191	89	3	1	191	1	558	8.47e-49	157
sp|B1ASB6|SPOC1_MOUSE	lcl|NW_026782543.1_cds_XP_060080403.1_19427	32.658	395	223	13	410	774	5668	6813	1.04e-41	167
sp|B1Q3J6|DNM1B_ORYSJ	lcl|NW_026782413.1_cds_XP_060078010.1_17288	35.059	927	472	23	699	1529	1933	4611	1.88e-158	522
sp|B2GV50|RFX2_RAT	lcl|NW_026782613.1_cds_XP_060081475.1_20389	60.441	589	203	11	69	653	277	1965	0.0	645
sp|B2RR83|YTDC2_MOUSE	lcl|NW_026782345.1_cds_XP_060076466.1_15898	52.155	1392	596	15	52	1435	112	4101	0.0	1369
sp|B2RW38|CFA58_MOUSE	lcl|NW_026782932.1_cds_XP_060084598.1_23194	70.230	870	254	2	1	865	1	2610	0.0	1039
sp|B2RX14|TUT4_MOUSE	lcl|NW_026782195.1_cds_XP_060072336.1_12137	55.396	417	176	7	912	1326	3103	4329	2.01e-134	459
sp|B2RXZ1|PNDC1_MOUSE	lcl|NW_026781988.1_cds_XP_060064675.1_5313	33.394	548	330	14	1	527	4	1605	2.34e-94	297
sp|B2RYF7|WASH1_RAT	lcl|NW_026782077.1_cds_XP_060067831.1_8148	53.150	254	115	3	13	264	22	777	1.20e-70	232
sp|B3M185|RAS1_DROAN	lcl|NW_026782196.1_cds_XP_060072466.1_12208	83.537	164	26	1	1	163	1	492	1.69e-88	257
sp|B3M383|SPNE_DROAN	lcl|NW_026782541.1_cds_XP_060080350.1_19370	41.667	804	417	17	98	882	388	2700	0.0	572
sp|B3MEY6|LIS1_DROAN	lcl|NW_026781925.1_cds_XP_060085602.1_2495	71.638	409	116	0	3	411	1	1227	0.0	602
sp|B3MPN6|IRS1_DROAN	lcl|NW_026782045.1_cds_XP_060066872.1_7234	38.865	229	124	6	12	236	61	711	7.57e-34	141
sp|B3N946|IRS1_DROER	lcl|NW_026782045.1_cds_XP_060066872.1_7234	35.690	297	150	10	12	281	61	909	3.02e-39	158
sp|B3NPW0|LIS1_DROER	lcl|NW_026781925.1_cds_XP_060085602.1_2495	72.372	409	113	0	3	411	1	1227	0.0	607
sp|B3NZR4|RAS1_DROER	lcl|NW_026782196.1_cds_XP_060072466.1_12208	83.537	164	26	1	1	163	1	492	1.69e-88	257
sp|B3P3W1|SPNE_DROER	lcl|NW_026782541.1_cds_XP_060080350.1_19370	40.982	815	431	18	101	897	388	2736	0.0	562
sp|B3P7F8|HH_DROER	lcl|NW_026782463.1_cds_XP_060079055.1_18266	47.315	391	192	6	75	460	64	1209	9.25e-109	328
sp|B4GAJ1|LIS1_DROPE	lcl|NW_026781925.1_cds_XP_060085602.1_2495	72.372	409	113	0	3	411	1	1227	0.0	601
sp|B4GEU5|SPNE_DROPE	lcl|NW_026782541.1_cds_XP_060080350.1_19370	38.975	839	463	21	45	864	193	2619	4.48e-179	556
sp|B4GFJ8|RAS1_DROPE	lcl|NW_026782196.1_cds_XP_060072466.1_12208	83.537	164	26	1	1	163	1	492	2.04e-88	257
sp|B4HFB7|HH_DROSE	lcl|NW_026782463.1_cds_XP_060079055.1_18266	47.475	396	192	7	71	460	52	1209	8.71e-111	333
sp|B4HKC7|RAS1_DROSE	lcl|NW_026782196.1_cds_XP_060072466.1_12208	83.537	164	26	1	1	163	1	492	1.69e-88	257
sp|B4HLH4|SPNE_DROSE	lcl|NW_026782541.1_cds_XP_060080350.1_19370	41.419	775	411	16	102	865	388	2616	1.49e-176	550
sp|B4HSL3|LIS1_DROSE	lcl|NW_026781925.1_cds_XP_060085602.1_2495	72.372	409	113	0	3	411	1	1227	0.0	608
sp|B4HWI2|IRS1_DROSE	lcl|NW_026782045.1_cds_XP_060066872.1_7234	37.500	216	119	6	25	236	100	711	2.16e-39	159
sp|B4JWA1|LIS1_DROGR	lcl|NW_026781925.1_cds_XP_060085602.1_2495	72.616	409	112	0	3	411	1	1227	0.0	605
sp|B4K5R2|SPNE_DROMO	lcl|NW_026782541.1_cds_XP_060080350.1_19370	41.839	772	409	14	104	864	388	2616	1.18e-180	561
sp|B4KT48|LIS1_DROMO	lcl|NW_026781925.1_cds_XP_060085602.1_2495	72.861	409	111	0	3	411	1	1227	0.0	629
sp|B4LQ21|LIS1_DROVI	lcl|NW_026781925.1_cds_XP_060085602.1_2495	72.372	409	113	0	3	411	1	1227	0.0	602
sp|B4LX81|SPNE_DROVI	lcl|NW_026782541.1_cds_XP_060080350.1_19370	42.493	746	389	13	104	838	388	2538	0.0	579
sp|B4LY29|RAS1_DROVI	lcl|NW_026782196.1_cds_XP_060072466.1_12208	83.537	164	26	1	1	163	1	492	8.30e-89	258
sp|B4NBB0|SPNE_DROWI	lcl|NW_026782541.1_cds_XP_060080350.1_19370	41.432	782	406	19	100	869	382	2607	7.72e-179	556
sp|B4P6P9|LIS1_DROYA	lcl|NW_026781925.1_cds_XP_060085602.1_2495	72.372	409	113	0	3	411	1	1227	0.0	607
sp|B4PN49|HH_DROYA	lcl|NW_026782463.1_cds_XP_060079055.1_18266	48.214	392	187	7	75	460	64	1209	1.70e-113	340
sp|B4PRJ9|SPNE_DROYA	lcl|NW_026782541.1_cds_XP_060080350.1_19370	40.364	825	426	19	101	901	388	2736	4.59e-173	541
sp|B4PUP5|RAS1_DROYA	lcl|NW_026782196.1_cds_XP_060072466.1_12208	83.537	164	26	1	1	163	1	492	1.69e-88	257
sp|B4QHG6|LIS1_DROSI	lcl|NW_026781925.1_cds_XP_060085602.1_2495	72.372	409	113	0	3	411	1	1227	0.0	608
sp|B4R1D8|HH_DROSI	lcl|NW_026782463.1_cds_XP_060079055.1_18266	51.399	286	131	4	75	355	52	900	7.51e-87	269
sp|B5DE31|YBOX1_DANRE	lcl|NW_026782169.1_cds_XP_060071303.1_11278	88.095	84	10	0	34	117	52	303	2.26e-44	153
sp|B7ZR30|STK10_XENLA	lcl|NW_026782111.1_cds_XP_060069543.1_9627	58.675	317	130	1	1	316	1	951	8.40e-133	429
sp|B8A4F4|TDRD9_DANRE	lcl|NW_026782541.1_cds_XP_060080350.1_19370	50.144	696	325	10	89	774	427	2478	0.0	677
sp|B9EKI3|TMF1_MOUSE	lcl|NW_026782173.1_cds_XP_060071462.1_11390	44.352	602	324	3	494	1086	2422	4221	1.44e-112	381
sp|C1L7Y4|ANX13_SCHJA	lcl|NW_026782091.1_cds_XP_060068666.1_8847	41.246	337	190	1	14	350	760	1746	9.02e-80	254
sp|C4QH88|ANX22_SCHMA	lcl|NW_026782091.1_cds_XP_060068666.1_8847	40.719	334	190	1	25	358	769	1746	1.72e-76	246
sp|D0PV95|DDX3_CAEEL	lcl|NW_026781977.1_cds_XP_060064011.1_4696	60.746	456	170	5	170	623	733	2079	0.0	555
sp|D2HHP1|WEE2_AILME	lcl|NW_026782177.1_cds_XP_060071649.1_11601	49.250	400	179	10	168	559	580	1731	2.64e-103	323
sp|D2HXI8|GWL_AILME	lcl|NW_026781945.1_cds_XP_060086452.1_3086	55.804	224	92	4	31	247	34	705	6.86e-68	244
sp|D3YUJ3|CCYL1_MOUSE	lcl|NW_026782318.1_cds_XP_060075773.1_15278	69.565	276	72	5	67	332	136	957	4.73e-130	376
sp|D3YVL2|CFA70_MOUSE	lcl|NW_026782596.1_cds_XP_060081211.1_20153	45.291	1168	581	13	1	1141	1	3411	0.0	910
sp|D3Z4R1|HFM1_MOUSE	lcl|NW_026782901.1_cds_XP_060084365.1_22969	35.814	645	361	16	276	900	3946	5781	1.17e-98	351
sp|D3ZD32|CHD5_RAT	lcl|NW_026782241.1_cds_XP_060073727.1_13486	66.031	1207	339	13	332	1527	1042	4482	0.0	1499
sp|D3ZKD3|ALKB5_RAT	lcl|NW_026782525.1_cds_XP_060080114.1_19190	65.000	240	82	1	57	294	88	807	8.60e-112	332
sp|D3ZQF4|FKBP6_RAT	lcl|NW_026781989.1_cds_XP_060064729.1_5335	32.895	304	189	3	21	316	244	1134	5.46e-52	178
sp|D3ZVK1|MCM8_RAT	lcl|NW_026782083.1_cds_XP_060068276.1_8551	62.484	781	277	5	52	829	235	2538	0.0	956
sp|D4A2Z8|DHX36_RAT	lcl|NW_026782044.1_cds_XP_060066798.1_7213	53.598	806	353	10	189	983	985	3372	0.0	808
sp|D4A7T3|BRDT_RAT	lcl|NW_026782116.1_cds_XP_060069742.1_9874	63.333	120	44	0	20	139	178	537	1.08e-47	185
sp|D4AE59|STK11_RAT	lcl|NW_026781915.1_cds_XP_060081149.1_2131	66.379	348	103	2	6	340	22	1062	1.12e-153	442
sp|E1BE10|PLD6_BOVIN	lcl|NW_026782348.1_cds_XP_060076527.1_15957	38.462	182	109	2	40	220	124	663	3.59e-34	122
sp|E1BH29|ALKB5_BOVIN	lcl|NW_026782525.1_cds_XP_060080114.1_19190	68.610	223	70	0	74	296	148	816	1.58e-112	334
sp|E1BHJ4|CP26B_BOVIN	lcl|NW_026781998.1_cds_XP_060064972.1_5542	39.175	485	280	6	8	490	154	1569	4.46e-112	343
sp|E1BPX4|MCM8_BOVIN	lcl|NW_026782083.1_cds_XP_060068276.1_8551	62.042	764	268	5	66	815	271	2538	0.0	909
sp|E2RD63|PLD6_CANLF	lcl|NW_026782348.1_cds_XP_060076527.1_15957	38.043	184	107	2	45	227	127	660	2.64e-29	110
sp|E2RSS3|WEE2_CANLF	lcl|NW_026782177.1_cds_XP_060071649.1_11601	46.623	459	220	16	79	526	310	1644	4.04e-113	348
sp|E7F1H9|YTHD2_DANRE	lcl|NW_026781937.1_cds_XP_060085932.1_2791	75.281	178	44	0	396	573	961	1494	3.80e-95	301
sp|E7FE13|LGR4_DANRE	lcl|NW_026782573.1_cds_XP_060080836.1_19825	35.837	639	342	8	46	619	172	2079	1.13e-106	360
sp|E9PSL7|CTRO_RAT	lcl|NW_026781995.1_cds_XP_060064915.1_5506	35.903	986	571	15	987	1927	3733	6642	2.61e-167	568
sp|E9Q3T6|PRD14_MOUSE	lcl|NW_026782300.1_cds_XP_060075441.1_14937	65.165	333	111	3	230	560	70	1059	4.59e-159	457
sp|E9Q414|APOB_MOUSE	lcl|NW_026783033.1_cds_XP_060084976.1_23509	25.869	1036	641	34	46	1035	136	3000	9.84e-69	260
sp|E9Q5K9|YTDC1_MOUSE	lcl|NW_026781992.1_cds_XP_060064759.1_5371	46.281	363	166	4	264	605	643	1707	2.42e-81	273
sp|E9Q5M6|CFA44_MOUSE	lcl|NW_026782186.1_cds_XP_060071995.1_11877	39.374	1087	627	12	735	1811	3829	7023	0.0	625
sp|E9Q7R9|CFA43_MOUSE	lcl|NW_026782215.1_cds_XP_060072986.1_12771	33.658	1744	1044	23	39	1680	31	5229	0.0	886
sp|E9Q8T7|DYH1_MOUSE	lcl|NW_026782341.1_cds_XP_060076356.1_15808	65.128	4204	1419	15	72	4250	118	12663	0.0	5565
sp|E9Q956|MCMD2_MOUSE	lcl|NW_026782576.1_cds_XP_060080889.1_19892	29.940	668	421	12	2	640	13	1962	9.32e-72	246
sp|E9Q9F7|CC146_MOUSE	lcl|NW_026782437.1_cds_XP_060078492.1_17731	44.030	938	511	3	47	977	88	2880	0.0	676
sp|F1LVW7|DIAP3_RAT	lcl|NW_026781874.1_cds_XP_060063333.1_422	42.825	439	238	6	96	531	202	1488	1.85e-100	344
sp|F1LYL9|SOX9_RAT	lcl|NW_026782004.1_cds_XP_060065398.1_5916	53.543	254	111	3	67	320	154	894	8.82e-77	249
sp|F1M5F3|MCM9_RAT	lcl|NW_026782252.1_cds_XP_060074064.1_13743	61.270	630	241	2	4	631	28	1914	0.0	804
sp|F1M5M3|TEX14_RAT	lcl|NW_026782239.1_cds_XP_060073679.1_13396	30.986	497	307	10	21	504	58	1479	1.04e-66	248
sp|F1MJR8|TEX14_BOVIN	lcl|NW_026782239.1_cds_XP_060073679.1_13396	31.400	500	304	11	19	503	52	1479	6.52e-70	258
sp|F1MLX5|LGR4_BOVIN	lcl|NW_026782573.1_cds_XP_060080836.1_19825	33.655	829	497	7	40	817	163	2643	1.51e-138	447
sp|F1N206|DLDH_BOVIN	lcl|NW_026782300.1_cds_XP_060075459.1_14974	76.141	482	113	2	28	509	76	1515	0.0	760
sp|F1N2W9|MCM9_BOVIN	lcl|NW_026782252.1_cds_XP_060074064.1_13743	61.905	630	236	3	4	630	28	1914	0.0	823
sp|F1QLR3|FXR1_DANRE	lcl|NW_026782247.1_cds_XP_060073968.1_13638	53.283	396	181	4	1	394	1	1182	2.59e-145	438
sp|F1R237|TDRD6_DANRE	lcl|NW_026781870.1_cds_XP_060086316.1_322	28.084	616	357	19	463	1047	4018	5700	1.06e-47	189
sp|F1R777|MTA70_DANRE	lcl|NW_026782259.1_cds_XP_060074207.1_13909	73.952	334	80	3	251	583	718	1701	0.0	544
sp|F1RRW5|ACE_PIG	lcl|NW_026782296.1_cds_XP_060075065.1_14689	50.376	1197	572	12	41	1234	1861	5394	0.0	1224
sp|F4IH25|BOP1_ARATH	lcl|NW_026782343.1_cds_XP_060076384.1_15833	44.515	629	319	10	146	751	394	2259	0.0	550
sp|F4JP36|HAP2_ARATH	lcl|NW_026782140.1_cds_XP_060070542.1_10612	24.194	372	248	10	89	430	958	2061	2.17e-17	87.0
sp|F8VPQ2|ARI4A_MOUSE	lcl|NW_026782087.1_cds_XP_060068389.1_8677	42.373	413	211	7	3	410	4	1176	3.78e-78	284
sp|G3UZ78|ADGB_MOUSE	lcl|NW_026782072.1_cds_XP_060067695.1_8028	36.744	860	422	14	666	1418	2854	5388	6.90e-150	507
sp|G3V7L5|PO4F2_RAT	lcl|NW_026781917.1_cds_XP_060083869.1_2199	67.556	225	60	4	195	410	313	975	6.61e-93	283
sp|G3V7X8|CP26B_RAT	lcl|NW_026781998.1_cds_XP_060064972.1_5542	39.446	469	269	6	24	490	202	1569	6.83e-111	340
sp|G5E8Z2|TAF4B_MOUSE	lcl|NW_026782361.1_cds_XP_060077084.1_16418	51.953	256	120	1	598	850	2299	3066	2.30e-75	265
sp|G5EC24|PTP2_CAEEL	lcl|NW_026781909.1_cds_XP_060077955.1_1707	38.937	583	281	21	11	582	19	1575	7.65e-111	346
sp|G5EC86|MOE1_CAEEL	lcl|NW_026781867.1_cds_XP_060085676.1_248	52.239	67	28	1	113	179	427	615	5.01e-15	76.6
sp|G5ECD6|CHS1_CAEEL	lcl|NW_026781861.1_cds_XP_060063952.1_41	32.705	1168	668	26	97	1178	751	4158	0.0	610
sp|G5ECH5|PP4R1_CAEEL	lcl|NW_026782269.1_cds_XP_060074530.1_14174	31.953	338	175	7	987	1319	1762	2625	6.97e-40	161
sp|G5ED39|SEP1_CAEEL	lcl|NW_026782328.1_cds_XP_060075951.1_15459	27.477	444	286	15	712	1136	5857	7137	1.86e-33	141
sp|G5EDE2|CBXH2_CAEEL	lcl|NW_026782366.1_cds_XP_060077208.1_16550	33.577	137	90	1	31	166	4	414	9.15e-18	75.9
sp|G5EEH9|NUP98_CAEEL	lcl|NW_026782132.1_cds_XP_060070181.1_10251	42.500	160	92	0	770	929	2155	2634	8.09e-38	156
sp|G5EEN4|GCK3_CAEEL	lcl|NW_026781932.1_cds_XP_060085855.1_2694	64.392	337	111	4	101	435	31	1020	3.18e-144	428
sp|G5EEV2|TRR1_CAEEL	lcl|NW_026781942.1_cds_XP_060086157.1_3001	26.643	1674	1054	42	1793	3408	5095	9768	7.58e-152	535
sp|G5EF60|STIM1_CAEEL	lcl|NW_026783185.1_cds_XP_060085443.1_23924	39.773	88	51	1	59	146	160	417	2.10e-16	76.3
sp|G5EG38|CDC16_CAEEL	lcl|NW_026782141.1_cds_XP_060070640.1_10680	25.427	527	350	12	61	565	79	1596	4.21e-47	175
sp|G5EGQ6|TEN1_CAEEL	lcl|NW_026782003.1_cds_XP_060065187.1_5803	27.036	2149	1316	63	273	2337	1306	7248	0.0	702
sp|H1UBK1|MAP2_CAEEL	lcl|NW_026782548.1_cds_XP_060080455.1_19473	71.429	364	100	2	105	468	352	1431	0.0	556
sp|H2L056|UBXN3_CAEEL	lcl|NW_026782317.1_cds_XP_060075751.1_15267	27.326	344	235	7	272	612	1015	2010	2.66e-27	117
sp|H2L099|GCK1_CAEEL	lcl|NW_026781977.1_cds_XP_060063985.1_4693	75.627	279	67	1	28	306	28	861	1.18e-132	406
sp|M9MRD1|MS300_DROME	lcl|NW_026782896.1_cds_XP_060084336.1_22945	27.951	6075	4181	58	635	6591	160	18150	0.0	2557
sp|M9NEY8|TET_DROME	lcl|NW_026782565.1_cds_XP_060080754.1_19744	53.295	349	159	2	1622	1968	2203	3243	1.12e-114	404
sp|O00203|AP3B1_HUMAN	lcl|NW_026781970.1_cds_XP_060063674.1_4429	73.282	655	156	5	8	653	37	1971	0.0	937
sp|O00238|BMR1B_HUMAN	lcl|NW_026781956.1_cds_XP_060062820.1_3686	59.336	482	176	10	30	496	91	1521	0.0	565
sp|O00327|BMAL1_HUMAN	lcl|NW_026781865.1_cds_XP_060082695.1_206	52.437	595	235	13	74	626	172	1938	0.0	574
sp|O00507|USP9Y_HUMAN	lcl|NW_026781974.1_cds_XP_060063903.1_4556	63.156	2516	861	23	62	2551	289	7716	0.0	3103
sp|O00571|DDX3X_HUMAN	lcl|NW_026781977.1_cds_XP_060064011.1_4696	78.242	455	97	2	124	577	733	2094	0.0	747
sp|O01346|EGH_DROME	lcl|NW_026781993.1_cds_XP_060064808.1_5417	50.554	451	216	3	3	450	19	1359	3.09e-161	463
sp|O01367|HOW_DROME	lcl|NW_026782072.1_cds_XP_060067705.1_8030	54.489	323	131	7	77	392	40	981	1.15e-106	317
sp|O01382|DRICE_DROME	lcl|NW_026782282.1_cds_XP_060074842.1_14414	40.690	290	156	8	51	331	76	924	1.07e-64	207
sp|O01501|CCNE_CAEEL	lcl|NW_026782534.1_cds_XP_060080295.1_19314	32.281	285	183	5	232	515	355	1182	3.04e-46	167
sp|O01767|EGG4_CAEEL	lcl|NW_026781970.1_cds_XP_060063744.1_4442	30.137	292	171	9	407	673	1249	2100	4.82e-22	101
sp|O01798|SPE8_CAEEL	lcl|NW_026782757.1_cds_XP_060083276.1_21996	34.251	327	196	11	114	433	1510	2454	6.23e-52	189
sp|O01803|RB11A_CAEEL	lcl|NW_026782298.1_cds_XP_060075128.1_14738	79.439	214	39	1	1	209	1	642	8.19e-123	346
sp|O01836|GLH3_CAEEL	lcl|NW_026782454.1_cds_XP_060078776.1_17978	43.046	453	231	8	253	700	541	1833	4.77e-117	367
sp|O02002|CASP1_DROME	lcl|NW_026782055.1_cds_XP_060067184.1_7548	43.359	256	134	4	70	316	250	1011	1.56e-60	197
sp|O02658|GLC7C_CAEEL	lcl|NW_026782380.1_cds_XP_060077544.1_16866	55.333	300	131	3	5	303	40	933	2.45e-120	348
sp|O08550|KMT2B_MOUSE	lcl|NW_026782235.1_cds_XP_060073553.1_13296	61.311	305	114	2	2411	2713	14776	15684	7.66e-107	385
sp|O08565|CXCR4_RAT	lcl|NW_026782778.1_cds_XP_060083513.1_22200	28.286	350	205	13	1	322	28	1023	9.58e-33	125
sp|O08629|TIF1B_RAT	lcl|NW_026782573.1_cds_XP_060080853.1_19826	27.346	373	227	9	117	467	352	1404	6.35e-37	150
