qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
sp|A5D8V7|ODAD3_HUMAN	lcl|NW_026937385.1_cds_XP_062586511.1_47117	39.836	487	287	3	67	549	34	1488	9.46e-62	214
sp|A5D8W1|CFA69_HUMAN	lcl|NW_026928261.1_cds_XP_062615202.1_22083	45.233	902	445	8	26	913	76	2676	0.0	799
sp|A5D9M6|BAG6_PIG	lcl|NW_026938868.1_cds_XP_062589986.1_50249	32.075	371	219	8	784	1127	2908	4002	1.77e-36	151
sp|A6N7Y9|PIWL1_CHICK	lcl|NW_026929884.1_cds_XP_062620752.1_27037	53.342	763	347	6	112	867	331	2613	0.0	880
sp|A6NDE4|RBY1B_HUMAN	lcl|NW_026924889.1_cds_XP_062605730.1_13519	50.588	85	41	1	3	86	13	267	2.10e-19	93.2
sp|A6PVC2|TTLL8_HUMAN	lcl|NW_026926506.1_cds_XP_062610073.1_17502	49.025	359	166	7	263	607	1912	2979	2.57e-98	336
sp|A6QQL3|SEP14_BOVIN	lcl|NW_026921228.1_cds_XP_062598092.1_6658	63.816	304	100	1	1	304	130	1011	1.12e-144	416
sp|A7DTF0|MRG1_CAEEL	lcl|NW_026926031.1_cds_XP_062608639.1_16173	28.365	208	104	8	125	327	823	1326	1.34e-19	90.1
sp|A7X5R6|BAG6_ORNAN	lcl|NW_026938868.1_cds_XP_062589987.1_50247	37.561	205	75	4	24	192	4	567	7.55e-21	100
sp|A7X8B7|PRGR_GORGO	lcl|NW_026918312.1_cds_XP_062601240.1_949	30.333	300	188	5	563	853	1168	2031	1.46e-37	152
sp|A8D8P8|SIWI_BOMMO	lcl|NW_026929884.1_cds_XP_062620752.1_27037	42.098	772	435	7	136	899	310	2613	0.0	643
sp|A8KBF3|PIWL2_XENTR	lcl|NW_026940638.1_cds_XP_062594439.1_54270	41.870	941	498	15	21	949	127	2838	0.0	751
sp|A8MPH9|FOSLD_DROME	lcl|NW_026920828.1_cds_XP_062596916.1_5568	51.282	78	38	0	376	453	433	666	1.26e-11	67.8
sp|A8WVU9|ROCK_CAEBR	lcl|NW_026936398.1_cds_XP_062583705.1_44577	39.684	824	397	23	9	796	52	2331	1.81e-171	545
sp|A9Q751|PCDP1_MOUSE	lcl|NW_026924322.1_cds_XP_062604429.1_12337	36.722	836	455	18	23	806	73	2514	6.83e-161	492
sp|A9ZSZ2|AGO3_BOMMO	lcl|NW_026940638.1_cds_XP_062594439.1_54270	47.282	791	409	7	140	926	478	2838	0.0	767
sp|B0BLW3|LGR4_XENTR	lcl|NW_026937256.1_cds_XP_062585951.1_46606	32.867	858	512	7	44	837	115	2688	2.73e-125	411
sp|B0BN28|SKA1_RAT	lcl|NW_026939401.1_cds_XP_062591515.1_51628	39.130	184	94	2	83	252	262	801	6.84e-39	137
sp|B0LSW3|LIS1_FELCA	lcl|NW_026928871.1_cds_XP_062617275.1_23922	74.878	410	101	1	1	410	1	1224	0.0	672
sp|B1A8Z2|CIB1_SHEEP	lcl|NW_026927666.1_cds_XP_062613365.1_20425	45.503	189	99	2	1	189	1	555	9.53e-42	140
sp|B1ASB6|SPOC1_MOUSE	lcl|NW_026934212.1_cds_XP_062578234.1_39640	31.266	387	227	10	410	774	4183	5292	2.59e-37	154
sp|B1Q3J6|DNM1B_ORYSJ	lcl|NW_026931569.1_cds_XP_062570986.1_33055	35.000	860	434	18	763	1527	2158	4647	3.13e-148	494
sp|B2GV50|RFX2_RAT	lcl|NW_026928102.1_cds_XP_062614677.1_21597	60.274	584	197	10	69	650	1033	2685	0.0	641
sp|B2RR83|YTDC2_MOUSE	lcl|NW_026935030.1_cds_XP_062579737.1_41000	53.874	1394	588	17	52	1434	82	4131	0.0	1414
sp|B2RW38|CFA58_MOUSE	lcl|NW_026934231.1_cds_XP_062578364.1_39757	67.512	868	278	2	1	865	1	2601	0.0	988
sp|B2RX14|TUT4_MOUSE	lcl|NW_026932470.1_cds_XP_062573270.1_35146	56.522	437	179	5	898	1326	1723	3024	1.64e-142	474
sp|B2RXZ1|PNDC1_MOUSE	lcl|NW_026927755.1_cds_XP_062613730.1_20743	34.156	527	306	13	1	506	1	1521	6.25e-93	294
sp|B2RYF7|WASH1_RAT	lcl|NW_026933384.1_cds_XP_062576251.1_37838	46.512	258	132	4	10	264	10	774	3.53e-60	205
sp|B3M185|RAS1_DROAN	lcl|NW_026920697.1_cds_XP_062594403.1_5299	87.730	163	20	0	1	163	1	489	2.16e-94	273
sp|B3M383|SPNE_DROAN	lcl|NW_026940997.1_cds_XP_062595523.1_55239	35.093	1288	731	32	98	1343	385	4059	0.0	702
sp|B3MEY6|LIS1_DROAN	lcl|NW_026928871.1_cds_XP_062617275.1_23922	70.660	409	119	1	3	411	1	1224	0.0	597
sp|B3MPN6|IRS1_DROAN	lcl|NW_026933155.1_cds_XP_062575492.1_37152	41.589	214	114	4	25	238	40	648	2.32e-36	150
sp|B3N946|IRS1_DROER	lcl|NW_026933155.1_cds_XP_062575492.1_37152	41.589	214	114	4	25	238	40	648	9.23e-42	167
sp|B3NPW0|LIS1_DROER	lcl|NW_026928871.1_cds_XP_062617275.1_23922	71.149	409	117	1	3	411	1	1224	0.0	603
sp|B3NZR4|RAS1_DROER	lcl|NW_026920697.1_cds_XP_062594403.1_5299	87.730	163	20	0	1	163	1	489	2.16e-94	273
sp|B3P3W1|SPNE_DROER	lcl|NW_026940997.1_cds_XP_062595523.1_55239	33.914	1377	808	35	101	1427	385	4359	0.0	692
sp|B3P7F8|HH_DROER	lcl|NW_026939778.1_cds_XP_062592476.1_52511	47.938	388	187	5	75	458	67	1197	4.44e-112	337
sp|B4GAJ1|LIS1_DROPE	lcl|NW_026928871.1_cds_XP_062617275.1_23922	71.149	409	117	1	3	411	1	1224	0.0	597
sp|B4GEU5|SPNE_DROPE	lcl|NW_026940997.1_cds_XP_062595523.1_55239	34.555	1282	739	35	52	1287	208	3891	0.0	675
sp|B4GFJ8|RAS1_DROPE	lcl|NW_026920697.1_cds_XP_062594403.1_5299	87.117	163	21	0	1	163	1	489	6.45e-94	272
sp|B4HFB7|HH_DROSE	lcl|NW_026939778.1_cds_XP_062592476.1_52511	47.704	392	190	5	71	458	55	1197	1.36e-112	338
sp|B4HKC7|RAS1_DROSE	lcl|NW_026920697.1_cds_XP_062594403.1_5299	87.730	163	20	0	1	163	1	489	2.16e-94	273
sp|B4HLH4|SPNE_DROSE	lcl|NW_026940997.1_cds_XP_062595523.1_55239	33.865	1379	807	35	102	1429	385	4359	0.0	696
sp|B4HSL3|LIS1_DROSE	lcl|NW_026928871.1_cds_XP_062617275.1_23922	71.149	409	117	1	3	411	1	1224	0.0	603
sp|B4HWI2|IRS1_DROSE	lcl|NW_026933155.1_cds_XP_062575492.1_37152	41.589	214	114	4	25	238	40	648	2.15e-42	169
sp|B4JWA1|LIS1_DROGR	lcl|NW_026928871.1_cds_XP_062617275.1_23922	71.149	409	117	1	3	411	1	1224	0.0	598
sp|B4K5R2|SPNE_DROMO	lcl|NW_026940997.1_cds_XP_062595523.1_55239	33.864	1382	798	35	104	1426	385	4359	0.0	684
sp|B4KT48|LIS1_DROMO	lcl|NW_026928871.1_cds_XP_062617275.1_23922	71.883	409	114	1	3	411	1	1224	0.0	626
sp|B4LQ21|LIS1_DROVI	lcl|NW_026928871.1_cds_XP_062617275.1_23922	71.394	409	116	1	3	411	1	1224	0.0	598
sp|B4LX81|SPNE_DROVI	lcl|NW_026940997.1_cds_XP_062595523.1_55239	34.352	1374	804	37	104	1428	385	4359	0.0	707
sp|B4LY29|RAS1_DROVI	lcl|NW_026920697.1_cds_XP_062594403.1_5299	87.730	163	20	0	1	163	1	489	1.17e-94	274
sp|B4NBB0|SPNE_DROWI	lcl|NW_026940997.1_cds_XP_062595523.1_55239	33.566	1287	750	34	100	1342	379	4056	0.0	659
sp|B4P6P9|LIS1_DROYA	lcl|NW_026928871.1_cds_XP_062617275.1_23922	71.149	409	117	1	3	411	1	1224	0.0	603
sp|B4PN49|HH_DROYA	lcl|NW_026939778.1_cds_XP_062592476.1_52511	48.196	388	186	5	75	458	67	1197	7.71e-116	347
sp|B4PRJ9|SPNE_DROYA	lcl|NW_026940997.1_cds_XP_062595523.1_55239	33.524	1396	792	35	101	1431	385	4359	0.0	682
sp|B4PUP5|RAS1_DROYA	lcl|NW_026920697.1_cds_XP_062594403.1_5299	87.730	163	20	0	1	163	1	489	2.16e-94	273
sp|B4QHG6|LIS1_DROSI	lcl|NW_026928871.1_cds_XP_062617275.1_23922	71.149	409	117	1	3	411	1	1224	0.0	603
sp|B4R1D8|HH_DROSI	lcl|NW_026939778.1_cds_XP_062592476.1_52511	50.877	285	136	3	75	355	55	909	4.90e-88	273
sp|B5DE31|YBOX1_DANRE	lcl|NW_026919155.1_cds_XP_062619363.1_2559	82.759	87	15	0	31	117	43	303	7.61e-44	152
sp|B7ZR30|STK10_XENLA	lcl|NW_026938498.1_cds_XP_062588808.1_49197	59.810	316	125	2	1	314	1	948	2.46e-130	424
sp|B8A4F4|TDRD9_DANRE	lcl|NW_026940997.1_cds_XP_062595523.1_55239	38.462	1274	717	20	89	1335	424	4125	0.0	858
sp|B9EKI3|TMF1_MOUSE	lcl|NW_026928294.1_cds_XP_062615342.1_22191	44.821	560	297	6	490	1043	2233	3894	3.10e-109	371
sp|C1L7Y4|ANX13_SCHJA	lcl|NW_026933670.1_cds_XP_062576975.1_38485	42.286	350	193	3	2	350	769	1794	1.96e-77	249
sp|C4QH88|ANX22_SCHMA	lcl|NW_026933670.1_cds_XP_062576975.1_38485	38.507	335	198	1	25	359	817	1797	4.19e-69	228
sp|D0PV95|DDX3_CAEEL	lcl|NW_026939726.1_cds_XP_062592383.1_52425	59.381	485	185	6	149	623	541	1989	0.0	571
sp|D2HHP1|WEE2_AILME	lcl|NW_026921563.1_cds_XP_062598882.1_7358	45.592	397	201	9	172	559	583	1755	3.16e-98	311
sp|D2HXI8|GWL_AILME	lcl|NW_026938375.1_cds_XP_062588412.1_48839	63.285	207	73	1	29	232	127	747	1.80e-79	259
sp|D3YUJ3|CCYL1_MOUSE	lcl|NW_026927918.1_cds_XP_062614133.1_21107	73.418	237	59	2	99	332	40	747	3.77e-122	355
sp|D3YVL2|CFA70_MOUSE	lcl|NW_026928969.1_cds_XP_062617858.1_24417	42.321	1172	577	15	15	1133	88	3465	0.0	832
sp|D3Z3K2|CIP1_MOUSE	lcl|NW_026937494.1_cds_XP_062586683.1_47274	48.214	224	105	4	5	228	4	642	7.60e-72	223
sp|D3Z4R1|HFM1_MOUSE	lcl|NW_026925537.1_cds_XP_062607353.1_14999	52.815	977	421	17	260	1213	529	3408	0.0	1002
sp|D3ZD32|CHD5_RAT	lcl|NW_026920935.1_cds_XP_062597362.1_5974	64.472	1230	337	13	332	1525	217	3714	0.0	1514
sp|D3ZKD3|ALKB5_RAT	lcl|NW_026933670.1_cds_XP_062576977.1_38486	70.404	223	65	1	71	293	142	807	1.10e-117	348
sp|D3ZQF4|FKBP6_RAT	lcl|NW_026930925.1_cds_XP_062568439.1_30746	31.511	311	192	5	20	316	100	1011	2.39e-41	150
sp|D3ZVK1|MCM8_RAT	lcl|NW_026924150.1_cds_XP_062604067.1_12021	63.787	787	271	5	45	829	208	2532	0.0	991
sp|D4A2Z8|DHX36_RAT	lcl|NW_026925570.1_cds_XP_062607434.1_15069	53.540	805	360	6	187	983	964	3360	0.0	819
sp|D4A7T3|BRDT_RAT	lcl|NW_026933130.1_cds_XP_062575390.1_37062	44.175	412	172	9	25	382	214	1437	2.11e-96	331
sp|D4AE59|STK11_RAT	lcl|NW_026934326.1_cds_XP_062578579.1_39962	66.667	315	104	1	26	340	124	1065	4.30e-144	418
sp|E1BE10|PLD6_BOVIN	lcl|NW_026940114.1_cds_XP_062593336.1_53262	40.588	170	98	1	40	209	112	612	7.33e-30	110
sp|E1BH29|ALKB5_BOVIN	lcl|NW_026933670.1_cds_XP_062576977.1_38486	70.089	224	67	0	73	296	148	819	1.29e-118	350
sp|E1BHJ4|CP26B_BOVIN	lcl|NW_026934231.1_cds_XP_062578323.1_39752	37.185	476	288	5	24	499	178	1572	2.51e-104	323
sp|E1BPX4|MCM8_BOVIN	lcl|NW_026924150.1_cds_XP_062604067.1_12021	63.958	763	255	5	66	815	265	2532	0.0	951
sp|E2RD63|PLD6_CANLF	lcl|NW_026940114.1_cds_XP_062593336.1_53262	40.230	174	95	2	45	217	115	612	7.68e-28	106
sp|E2RSS3|WEE2_CANLF	lcl|NW_026921563.1_cds_XP_062598882.1_7358	42.952	454	224	13	83	524	358	1650	2.18e-103	324
sp|E7F1H9|YTHD2_DANRE	lcl|NW_026935190.1_cds_XP_062580192.1_41409	73.714	175	46	0	399	573	961	1485	4.86e-91	291
sp|E7FE13|LGR4_DANRE	lcl|NW_026937256.1_cds_XP_062585951.1_46606	34.828	669	358	6	28	618	64	2070	5.41e-103	350
sp|E9PSL7|CTRO_RAT	lcl|NW_026927702.1_cds_XP_062613550.1_20591	36.680	747	414	13	1212	1927	25	2181	6.08e-145	488
sp|E9Q3T6|PRD14_MOUSE	lcl|NW_026930107.1_cds_XP_062621346.1_27578	54.398	432	158	9	150	558	172	1419	5.82e-156	455
sp|E9Q414|APOB_MOUSE	lcl|NW_026927235.1_cds_XP_062611984.1_19178	24.768	1078	681	36	42	1074	4	2982	2.82e-61	237
sp|E9Q5K9|YTDC1_MOUSE	lcl|NW_026931369.1_cds_XP_062570282.1_32427	44.353	363	159	6	262	605	577	1593	4.76e-77	261
sp|E9Q5M6|CFA44_MOUSE	lcl|NW_026928551.1_cds_XP_062616211.1_22976	54.828	580	256	3	93	670	1291	3018	0.0	665
sp|E9Q7R9|CFA43_MOUSE	lcl|NW_026919810.1_cds_XP_062576715.1_3757	34.402	1715	1033	23	39	1680	31	5118	0.0	907
sp|E9Q8T7|DYH1_MOUSE	lcl|NW_026930557.1_cds_XP_062566743.1_29209	65.009	3701	1244	14	65	3745	76	11085	0.0	4871
sp|E9Q956|MCMD2_MOUSE	lcl|NW_026918383.1_cds_XP_062602516.1_1068	33.074	257	157	4	3	254	16	756	5.47e-40	150
sp|E9Q9F7|CC146_MOUSE	lcl|NW_026941357.1_cds_XP_062596249.1_55913	43.991	932	521	1	47	977	79	2874	0.0	665
sp|F1LVW7|DIAP3_RAT	lcl|NW_026935861.1_cds_XP_062582248.1_43264	41.685	451	236	7	91	531	3490	4791	2.33e-100	352
sp|F1LYL9|SOX9_RAT	lcl|NW_026931480.1_cds_XP_062570685.1_32796	57.563	238	82	6	68	299	148	822	3.26e-69	229
sp|F1M5F3|MCM9_RAT	lcl|NW_026940969.1_cds_XP_062595387.1_55122	65.537	531	180	2	103	631	7	1596	0.0	746
sp|F1M5M3|TEX14_RAT	lcl|NW_026936019.1_cds_XP_062582847.1_43796	31.907	514	302	14	13	505	16	1476	2.71e-70	259
sp|F1MJR8|TEX14_BOVIN	lcl|NW_026936019.1_cds_XP_062582846.1_43795	32.727	495	308	10	20	504	40	1479	1.10e-72	266
sp|F1MLX5|LGR4_BOVIN	lcl|NW_026937256.1_cds_XP_062585951.1_46606	33.294	844	494	7	41	817	112	2637	6.09e-131	426
sp|F1N206|DLDH_BOVIN	lcl|NW_026936003.1_cds_XP_062582795.1_43750	75.840	476	113	2	33	508	76	1497	0.0	741
sp|F1N2W9|MCM9_BOVIN	lcl|NW_026940969.1_cds_XP_062595387.1_55122	67.043	531	171	3	103	630	7	1596	0.0	773
sp|F1QLR3|FXR1_DANRE	lcl|NW_026931427.1_cds_XP_062570565.1_32678	52.109	403	190	3	1	402	1	1203	5.13e-143	432
sp|F1R237|TDRD6_DANRE	lcl|NW_026939309.1_cds_XP_062591270.1_51443	24.870	772	453	26	294	1053	4300	6270	2.98e-37	156
sp|F1R777|MTA70_DANRE	lcl|NW_026924573.1_cds_XP_062604950.1_12811	52.206	544	208	9	40	581	166	1647	0.0	535
sp|F1RRW5|ACE_PIG	lcl|NW_026933409.1_cds_XP_062576365.1_37941	52.803	1195	511	17	44	1216	1018	4509	0.0	1257
sp|F4IH25|BOP1_ARATH	lcl|NW_026941020.1_cds_XP_062595609.1_55332	46.679	542	266	10	232	751	40	1662	1.01e-160	487
sp|F8VPQ2|ARI4A_MOUSE	lcl|NW_026932625.1_cds_XP_062573810.1_35648	40.412	485	249	11	3	475	4	1374	8.88e-74	271
sp|G3UZ78|ADGB_MOUSE	lcl|NW_026933070.1_cds_XP_062575227.1_36915	32.691	1141	526	25	627	1615	2260	5412	1.88e-156	525
sp|G3V7L5|PO4F2_RAT	lcl|NW_026930996.1_cds_XP_062568826.1_31106	66.968	221	68	2	195	410	115	777	8.61e-94	283
sp|G3V7X8|CP26B_RAT	lcl|NW_026934231.1_cds_XP_062578323.1_39752	36.842	475	289	5	24	498	178	1569	4.76e-103	320
sp|G5E8Z2|TAF4B_MOUSE	lcl|NW_026935858.1_cds_XP_062582238.1_43237	54.651	258	112	2	598	850	1987	2760	1.37e-78	274
sp|G5EC24|PTP2_CAEEL	lcl|NW_026931414.1_cds_XP_062570532.1_32643	39.966	583	276	19	11	582	19	1578	1.23e-121	375
sp|G5EC86|MOE1_CAEEL	lcl|NW_026923439.1_cds_XP_062602315.1_10450	45.000	80	40	1	113	192	346	573	8.91e-16	79.7
sp|G5ECD6|CHS1_CAEEL	lcl|NW_026936398.1_cds_XP_062583724.1_44573	31.270	1260	731	30	57	1259	1549	5094	1.43e-177	575
sp|G5ECH5|PP4R1_CAEEL	lcl|NW_026936117.1_cds_XP_062583020.1_43960	32.647	340	172	7	981	1313	1957	2826	8.69e-42	169
sp|G5ED39|SEP1_CAEEL	lcl|NW_026931011.1_cds_XP_062568932.1_31140	26.949	449	281	14	715	1139	5476	6753	8.62e-40	163
sp|G5EDE2|CBXH2_CAEEL	lcl|NW_026936653.1_cds_XP_062584407.1_45204	33.577	137	90	1	31	166	142	552	9.45e-15	69.7
sp|G5EEH9|NUP98_CAEEL	lcl|NW_026935438.1_cds_XP_062580939.1_42090	37.828	267	144	6	771	1036	2125	2862	4.59e-44	177
sp|G5EEN4|GCK3_CAEEL	lcl|NW_026938774.1_cds_XP_062589599.1_49921	66.766	337	103	4	101	435	25	1014	1.08e-148	435
sp|G5EET5|CBXH1_CAEEL	lcl|NW_026936653.1_cds_XP_062584407.1_45204	36.170	141	77	3	44	171	130	552	2.22e-16	74.3
sp|G5EEV2|TRR1_CAEEL	lcl|NW_026928825.1_cds_XP_062617132.1_23788	26.896	1688	1045	38	1793	3408	4849	9561	3.45e-156	550
sp|G5EF60|STIM1_CAEEL	lcl|NW_026921228.1_cds_XP_062598084.1_6652	31.990	397	224	10	39	395	202	1374	2.03e-41	159
sp|G5EG38|CDC16_CAEEL	lcl|NW_026933242.1_cds_XP_062575895.1_37512	29.450	309	202	4	271	575	709	1599	1.03e-41	160
sp|G5EGQ6|TEN1_CAEEL	lcl|NW_026928692.1_cds_XP_062616760.1_23466	24.720	1339	874	46	1080	2333	3103	6972	4.03e-84	311
sp|H1UBK1|MAP2_CAEEL	lcl|NW_026936559.1_cds_XP_062584071.1_44900	70.879	364	102	2	105	468	307	1386	0.0	554
sp|H2L056|UBXN3_CAEEL	lcl|NW_026939164.1_cds_XP_062590886.1_51075	26.781	351	241	8	266	612	1021	2037	4.37e-27	117
sp|H2L099|GCK1_CAEEL	lcl|NW_026933043.1_cds_XP_062575168.1_36868	65.926	270	90	2	38	307	58	861	4.46e-110	343
sp|M9MRD1|MS300_DROME	lcl|NW_026939106.1_cds_XP_062590689.1_50902	27.693	6081	4178	58	635	6588	193	18159	0.0	2459
sp|M9NEY8|TET_DROME	lcl|NW_026928448.1_cds_XP_062615936.1_22726	49.128	344	158	4	1625	1966	1387	2373	3.03e-97	345
sp|O00203|AP3B1_HUMAN	lcl|NW_026928818.1_cds_XP_062617066.1_23727	70.890	663	178	5	1	653	1	1974	0.0	909
sp|O00238|BMR1B_HUMAN	lcl|NW_026928978.1_cds_XP_062617900.1_24486	51.983	479	213	8	30	494	151	1578	3.21e-177	510
sp|O00327|BMAL1_HUMAN	lcl|NW_026934212.1_cds_XP_062578250.1_39661	48.632	658	257	15	36	626	58	1989	0.0	552
sp|O00507|USP9Y_HUMAN	lcl|NW_026939726.1_cds_XP_062592390.1_52389	63.162	2568	870	29	1	2549	1	7533	0.0	3140
sp|O00571|DDX3X_HUMAN	lcl|NW_026939726.1_cds_XP_062592382.1_52426	75.267	469	102	3	122	577	667	2070	0.0	738
sp|O01346|EGH_DROME	lcl|NW_026927278.1_cds_XP_062612123.1_19322	49.882	423	211	1	32	453	1228	2496	2.52e-139	421
sp|O01367|HOW_DROME	lcl|NW_026933217.1_cds_XP_062575808.1_37438	55.385	325	131	7	77	392	40	999	1.12e-106	318
sp|O01382|DRICE_DROME	lcl|NW_026939309.1_cds_XP_062591288.1_51427	43.571	280	149	5	60	331	70	906	7.10e-71	223
sp|O01501|CCNE_CAEEL	lcl|NW_026929981.1_cds_XP_062621031.1_27310	34.364	291	185	4	232	521	472	1329	1.96e-47	172
sp|O01767|EGG4_CAEEL	lcl|NW_026936290.1_cds_XP_062583571.1_44492	31.667	240	151	6	427	655	4483	5196	9.62e-22	102
sp|O01798|SPE8_CAEEL	lcl|NW_026930400.1_cds_XP_062566100.1_28635	33.636	330	194	9	114	433	1480	2424	1.11e-53	195
sp|O01803|RB11A_CAEEL	lcl|NW_026926358.1_cds_XP_062609640.1_17077	79.907	214	38	2	1	209	1	642	1.37e-122	347
sp|O01836|GLH3_CAEEL	lcl|NW_026934326.1_cds_XP_062578569.1_39938	41.897	506	257	9	204	696	646	2091	4.77e-119	375
sp|O02002|CASP1_DROME	lcl|NW_026939309.1_cds_XP_062591288.1_51427	43.191	257	139	4	65	316	142	906	7.13e-66	210
sp|O02658|GLC7C_CAEEL	lcl|NW_026927209.1_cds_XP_062611911.1_19115	54.000	300	137	1	2	301	10	906	3.71e-118	343
sp|O08550|KMT2B_MOUSE	lcl|NW_026929161.1_cds_XP_062618336.1_24881	62.058	311	111	4	2406	2713	13516	14436	1.30e-115	415
sp|O08565|CXCR4_RAT	lcl|NW_026929332.1_cds_XP_062618895.1_25383	29.508	305	194	7	36	326	148	1041	9.84e-33	127
