qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
sp|A7DTF0|MRG1_CAEEL	lcl|NC_035783.1_cds_XP_022329159.1_21297	28.986	207	104	6	125	327	826	1329	5.27e-22	97.4
sp|A7X5R6|BAG6_ORNAN	lcl|NC_035782.1_cds_XP_022320209.1_18673	38.235	204	74	4	24	192	4	564	1.00e-23	110
sp|A7X8B7|PRGR_GORGO	lcl|NC_035783.1_cds_XP_022331059.1_23592	30.795	302	183	6	563	853	1174	2034	7.90e-37	150
sp|A8D8P8|SIWI_BOMMO	lcl|NC_035784.1_cds_XP_022341467.1_26955	42.746	772	430	7	136	899	313	2616	0.0	664
sp|A8KBF3|PIWL2_XENTR	lcl|NC_035781.1_cds_XP_022317079.1_11140	47.507	762	387	9	195	949	553	2820	0.0	771
sp|A8MPH9|FOSLD_DROME	lcl|NC_035783.1_cds_XP_022334540.1_25763	51.282	78	38	0	376	453	436	669	2.10e-11	67.4
sp|A8WVU9|ROCK_CAEBR	lcl|NC_035781.1_cds_XP_022315787.1_7921	58.722	407	164	3	9	414	52	1263	8.53e-170	540
sp|A9Q751|PCDP1_MOUSE	lcl|NC_035788.1_cds_XP_022310256.1_57199	37.260	832	454	17	23	806	73	2508	2.94e-161	493
sp|A9ZSZ2|AGO3_BOMMO	lcl|NC_035781.1_cds_XP_022317079.1_11140	47.526	768	394	7	163	926	532	2820	0.0	755
sp|B0BLW3|LGR4_XENTR	lcl|NC_035780.1_cds_XP_022295635.1_1195	33.023	860	511	8	43	837	112	2691	1.73e-132	431
sp|B0BN28|SKA1_RAT	lcl|NC_035783.1_cds_XP_022332317.1_24667	31.868	273	162	4	2	252	7	819	5.06e-41	143
sp|B0LSW3|LIS1_FELCA	lcl|NC_035784.1_cds_XP_022339154.1_30515	73.902	410	105	1	1	410	1	1224	0.0	669
sp|B1A8Z2|CIB1_SHEEP	lcl|NC_035781.1_cds_XP_022313151.1_6055	49.215	191	90	3	1	191	1	552	1.80e-40	137
sp|B1ASB6|SPOC1_MOUSE	lcl|NC_035780.1_cds_XP_022299875.1_5573	40.306	196	106	4	410	597	427	1005	1.43e-27	117
sp|B1Q3J6|DNM1B_ORYSJ	lcl|NC_035782.1_cds_XP_022322197.1_17576	35.453	928	456	21	703	1527	1825	4488	1.69e-161	530
sp|B2GV50|RFX2_RAT	lcl|NC_035781.1_cds_XP_022315699.1_7333	59.075	584	203	9	69	650	1051	2700	0.0	635
sp|B2RR83|YTDC2_MOUSE	lcl|NC_035783.1_cds_XP_022332911.1_23167	52.590	1390	612	16	52	1434	151	4200	0.0	1387
sp|B2RW38|CFA58_MOUSE	lcl|NC_035785.1_cds_XP_022288350.1_38577	67.166	868	281	2	1	865	1	2601	0.0	984
sp|B2RX14|TUT4_MOUSE	lcl|NC_035781.1_cds_XP_022314743.1_7938	54.721	466	192	8	875	1326	2320	3702	1.50e-139	471
sp|B2RXZ1|PNDC1_MOUSE	lcl|NC_035784.1_cds_XP_022343153.1_30659	35.067	519	313	10	1	506	1	1524	4.16e-93	295
sp|B2RYF7|WASH1_RAT	lcl|NC_035787.1_cds_XP_022302964.1_50757	45.914	257	135	3	10	264	10	774	2.42e-60	204
sp|B3M185|RAS1_DROAN	lcl|NC_035780.1_cds_XP_022342731.1_5876	87.117	163	21	0	1	163	1	489	4.17e-94	272
sp|B3M383|SPNE_DROAN	lcl|NC_035783.1_cds_XP_022333202.1_24183	36.156	1228	690	28	98	1286	388	3906	0.0	718
sp|B3MEY6|LIS1_DROAN	lcl|NC_035784.1_cds_XP_022339154.1_30515	70.171	409	121	1	3	411	1	1224	0.0	594
sp|B3MPN6|IRS1_DROAN	lcl|NC_035780.1_cds_XP_022311786.1_3565	40.800	250	136	5	9	258	100	813	1.40e-36	151
sp|B3N946|IRS1_DROER	lcl|NC_035780.1_cds_XP_022311779.1_3564	40.891	247	134	4	12	258	109	813	8.07e-41	165
sp|B3NPW0|LIS1_DROER	lcl|NC_035784.1_cds_XP_022339154.1_30515	70.416	409	120	1	3	411	1	1224	0.0	599
sp|B3NZR4|RAS1_DROER	lcl|NC_035780.1_cds_XP_022342731.1_5876	87.117	163	21	0	1	163	1	489	4.17e-94	272
sp|B3P3W1|SPNE_DROER	lcl|NC_035783.1_cds_XP_022333202.1_24183	33.914	1377	804	31	101	1424	388	4359	0.0	706
sp|B3P7F8|HH_DROER	lcl|NC_035780.1_cds_XP_022338500.1_3194	46.736	383	189	5	75	453	67	1182	1.40e-106	323
sp|B4GAJ1|LIS1_DROPE	lcl|NC_035784.1_cds_XP_022339154.1_30515	70.416	409	120	1	3	411	1	1224	0.0	592
sp|B4GEU5|SPNE_DROPE	lcl|NC_035783.1_cds_XP_022333202.1_24183	33.934	1276	758	33	51	1287	208	3897	0.0	673
sp|B4GFJ8|RAS1_DROPE	lcl|NC_035780.1_cds_XP_022342731.1_5876	87.730	163	20	0	1	163	1	489	1.59e-94	273
sp|B4HFB7|HH_DROSE	lcl|NC_035780.1_cds_XP_022338500.1_3194	46.512	387	192	5	71	453	55	1182	3.29e-107	325
sp|B4HKC7|RAS1_DROSE	lcl|NC_035780.1_cds_XP_022342731.1_5876	87.117	163	21	0	1	163	1	489	4.17e-94	272
sp|B4HLH4|SPNE_DROSE	lcl|NC_035783.1_cds_XP_022333202.1_24183	34.626	1392	775	36	102	1426	388	4359	0.0	706
sp|B4HSL3|LIS1_DROSE	lcl|NC_035784.1_cds_XP_022339154.1_30515	70.416	409	120	1	3	411	1	1224	0.0	599
sp|B4HWI2|IRS1_DROSE	lcl|NC_035780.1_cds_XP_022311779.1_3564	38.462	234	132	5	25	258	148	813	1.10e-39	161
sp|B4JWA1|LIS1_DROGR	lcl|NC_035784.1_cds_XP_022339154.1_30515	70.416	409	120	1	3	411	1	1224	0.0	594
sp|B4K5R2|SPNE_DROMO	lcl|NC_035783.1_cds_XP_022333202.1_24183	34.741	1373	794	35	104	1423	388	4359	0.0	709
sp|B4KT48|LIS1_DROMO	lcl|NC_035784.1_cds_XP_022339154.1_30515	71.149	409	117	1	3	411	1	1224	0.0	622
sp|B4LQ21|LIS1_DROVI	lcl|NC_035784.1_cds_XP_022339154.1_30515	70.660	409	119	1	3	411	1	1224	0.0	595
sp|B4LX81|SPNE_DROVI	lcl|NC_035783.1_cds_XP_022333202.1_24183	34.277	1377	797	33	104	1425	388	4359	0.0	719
sp|B4LY29|RAS1_DROVI	lcl|NC_035780.1_cds_XP_022342731.1_5876	87.117	163	21	0	1	163	1	489	2.31e-94	273
sp|B4NBB0|SPNE_DROWI	lcl|NC_035783.1_cds_XP_022333202.1_24183	35.275	1236	714	32	100	1297	382	3945	0.0	679
sp|B4P6P9|LIS1_DROYA	lcl|NC_035784.1_cds_XP_022339154.1_30515	70.416	409	120	1	3	411	1	1224	0.0	599
sp|B4PN49|HH_DROYA	lcl|NC_035780.1_cds_XP_022338500.1_3194	46.997	383	188	5	75	453	67	1182	2.16e-110	333
sp|B4PRJ9|SPNE_DROYA	lcl|NC_035783.1_cds_XP_022333202.1_24183	33.572	1394	790	33	101	1428	388	4359	0.0	689
sp|B4PUP5|RAS1_DROYA	lcl|NC_035780.1_cds_XP_022342731.1_5876	87.117	163	21	0	1	163	1	489	4.17e-94	272
sp|B4QHG6|LIS1_DROSI	lcl|NC_035784.1_cds_XP_022339154.1_30515	70.416	409	120	1	3	411	1	1224	0.0	599
sp|B4R1D8|HH_DROSI	lcl|NC_035780.1_cds_XP_022338500.1_3194	47.931	290	147	3	75	360	55	924	9.33e-83	259
sp|B5DE31|YBOX1_DANRE	lcl|NC_035784.1_cds_XP_022341990.1_27217	82.759	87	15	0	31	117	43	303	2.69e-43	150
sp|B7ZR30|STK10_XENLA	lcl|NC_035784.1_cds_XP_022344374.1_33731	58.147	313	130	1	5	316	16	954	4.34e-122	397
sp|B8A4F4|TDRD9_DANRE	lcl|NC_035783.1_cds_XP_022333202.1_24183	39.829	1283	688	25	89	1335	427	4131	0.0	887
sp|B9EKI3|TMF1_MOUSE	lcl|NC_035781.1_cds_XP_022315877.1_9398	47.746	599	301	6	494	1086	2080	3858	8.82e-118	395
sp|C1L7Y4|ANX13_SCHJA	lcl|NC_035781.1_cds_XP_022315758.1_8731	43.787	338	182	2	13	350	799	1788	3.19e-81	259
sp|C3VD30|ZAR1L_MOUSE	lcl|NC_035781.1_cds_XP_022318637.1_9920	38.542	96	55	2	187	278	10	297	4.11e-15	71.2
sp|C4QH88|ANX22_SCHMA	lcl|NC_035781.1_cds_XP_022315758.1_8731	39.104	335	196	1	25	359	811	1791	2.74e-71	234
sp|D0PV95|DDX3_CAEEL	lcl|NC_035784.1_cds_XP_022337075.1_34324	59.916	479	180	6	155	623	622	2052	0.0	570
sp|D2HHP1|WEE2_AILME	lcl|NC_035786.1_cds_XP_022294997.1_43711	48.889	360	169	9	172	522	586	1647	2.45e-94	301
sp|D2HXI8|GWL_AILME	lcl|NC_035780.1_cds_XP_022311833.1_1434	55.172	261	106	2	28	277	43	825	2.27e-78	275
sp|D3YUJ3|CCYL1_MOUSE	lcl|NC_035782.1_cds_XP_022325368.1_14841	67.647	272	78	4	69	332	142	951	2.67e-126	368
sp|D3YVL2|CFA70_MOUSE	lcl|NC_035783.1_cds_XP_022331650.1_21432	43.819	1173	573	15	22	1141	124	3543	0.0	871
sp|D3Z3K2|CIP1_MOUSE	lcl|NC_035782.1_cds_XP_022321121.1_15547	53.439	189	87	1	5	193	4	567	1.62e-71	222
sp|D3Z4R1|HFM1_MOUSE	lcl|NC_035784.1_cds_XP_022338488.1_36107	50.716	978	439	15	260	1214	589	3462	0.0	971
sp|D3ZD32|CHD5_RAT	lcl|NC_035784.1_cds_XP_022342390.1_32737	65.483	1211	339	11	332	1525	1033	4479	0.0	1523
sp|D3ZKD3|ALKB5_RAT	lcl|NC_035781.1_cds_XP_022319275.1_8790	58.419	291	100	4	4	294	4	813	5.83e-116	343
sp|D3ZQF4|FKBP6_RAT	lcl|NC_035784.1_cds_XP_022336187.1_29112	36.393	305	186	5	20	316	238	1152	2.03e-43	157
sp|D3ZVK1|MCM8_RAT	lcl|NC_035780.1_cds_XP_022320866.1_4326	63.787	787	271	6	45	829	166	2490	0.0	981
sp|D4A2Z8|DHX36_RAT	lcl|NC_035784.1_cds_XP_022340019.1_30827	47.177	992	456	12	47	983	370	3306	0.0	813
sp|D4A7T3|BRDT_RAT	lcl|NC_035782.1_cds_XP_022327715.1_18077	43.269	416	174	11	20	378	199	1431	3.10e-93	322
sp|D4AE59|STK11_RAT	lcl|NC_035781.1_cds_XP_022319475.1_9259	66.984	315	103	1	26	340	118	1059	4.03e-140	409
sp|E1BE10|PLD6_BOVIN	lcl|NC_035781.1_cds_XP_022318165.1_8375	39.181	171	98	3	40	209	112	609	1.10e-30	113
sp|E1BH29|ALKB5_BOVIN	lcl|NC_035781.1_cds_XP_022319275.1_8790	71.963	214	60	0	80	293	172	813	6.69e-116	343
sp|E1BHJ4|CP26B_BOVIN	lcl|NC_035785.1_cds_XP_022288365.1_38579	38.008	492	294	5	8	499	136	1578	1.57e-107	332
sp|E1BPX4|MCM8_BOVIN	lcl|NC_035780.1_cds_XP_022320866.1_4326	63.565	763	258	5	66	815	223	2490	0.0	933
sp|E2RD63|PLD6_CANLF	lcl|NC_035781.1_cds_XP_022318165.1_8375	39.655	174	95	3	45	217	115	609	6.37e-29	109
sp|E2RSS3|WEE2_CANLF	lcl|NC_035786.1_cds_XP_022294997.1_43711	42.536	489	242	17	83	558	349	1737	9.03e-102	321
sp|E7F1H9|YTHD2_DANRE	lcl|NC_035780.1_cds_XP_022334037.1_5305	73.034	178	48	0	396	573	955	1488	7.82e-91	291
sp|E7FE13|LGR4_DANRE	lcl|NC_035780.1_cds_XP_022294599.1_966	38.217	471	267	1	31	477	73	1485	2.24e-84	298
sp|E9PSL7|CTRO_RAT	lcl|NC_035784.1_cds_XP_022344704.1_31456	36.216	740	428	11	1212	1927	4333	6492	3.04e-142	496
sp|E9Q3T6|PRD14_MOUSE	lcl|NC_035787.1_cds_XP_022300836.1_45217	54.988	431	156	7	150	558	172	1416	4.54e-161	469
sp|E9Q414|APOB_MOUSE	lcl|NC_035783.1_cds_XP_022332232.1_24016	25.096	1044	643	34	33	1020	79	2961	2.22e-65	248
sp|E9Q5K9|YTDC1_MOUSE	lcl|NC_035781.1_cds_XP_022319940.1_5998	47.452	314	147	4	299	605	706	1614	1.45e-75	258
sp|E9Q5M6|CFA44_MOUSE	lcl|NC_035782.1_cds_XP_022324095.1_17338	40.829	1085	617	12	735	1811	2935	6138	0.0	669
sp|E9Q7R9|CFA43_MOUSE	lcl|NC_035784.1_cds_XP_022340311.1_36064	34.029	1725	1035	25	39	1680	31	5145	0.0	898
sp|E9Q8T7|DYH1_MOUSE	lcl|NC_035786.1_cds_XP_022292619.1_42702	65.705	4193	1407	13	68	4250	85	12600	0.0	5612
sp|E9Q956|MCMD2_MOUSE	lcl|NC_035782.1_cds_XP_022324072.1_17249	32.980	661	416	14	1	653	67	1992	2.06e-80	270
sp|E9Q9F7|CC146_MOUSE	lcl|NC_035787.1_cds_XP_022301429.1_49889	43.777	932	523	1	47	977	94	2889	0.0	661
sp|F1LVW7|DIAP3_RAT	lcl|NC_035782.1_cds_XP_022325535.1_19583	40.950	442	235	6	92	524	187	1461	2.18e-102	351
sp|F1LYL9|SOX9_RAT	lcl|NC_035781.1_cds_XP_022312895.1_7470	52.830	265	101	9	65	321	139	885	2.60e-66	222
sp|F1M5F3|MCM9_RAT	lcl|NC_035787.1_cds_XP_022295810.1_44864	33.557	596	338	19	40	604	652	2358	1.01e-80	285
sp|F1M5M3|TEX14_RAT	lcl|NC_035781.1_cds_XP_022315174.1_9299	27.053	207	134	7	283	482	811	1401	3.44e-16	85.1
sp|F1MJR8|TEX14_BOVIN	lcl|NC_035781.1_cds_XP_022315174.1_9299	27.053	207	134	7	282	481	811	1401	9.82e-15	80.5
sp|F1MLX5|LGR4_BOVIN	lcl|NC_035780.1_cds_XP_022295635.1_1195	33.571	843	494	7	41	817	112	2640	7.44e-134	435
sp|F1N206|DLDH_BOVIN	lcl|NC_035787.1_cds_XP_022299885.1_50187	73.958	480	123	2	29	508	64	1497	0.0	733
sp|F1N2W9|MCM9_BOVIN	lcl|NC_035787.1_cds_XP_022295810.1_44864	33.221	593	343	17	40	603	652	2358	9.66e-85	296
sp|F1QLR3|FXR1_DANRE	lcl|NC_035784.1_cds_XP_022342487.1_34805	52.812	409	184	5	1	403	1	1218	4.47e-145	438
sp|F1R237|TDRD6_DANRE	lcl|NC_035786.1_cds_XP_022292973.1_41586	22.584	983	623	38	673	1583	1363	4113	7.32e-30	132
sp|F1R777|MTA70_DANRE	lcl|NC_035784.1_cds_XP_022343285.1_27905	70.997	331	92	2	251	581	667	1647	3.25e-180	521
sp|F1RRW5|ACE_PIG	lcl|NC_035780.1_cds_XP_022329084.1_3860	50.549	1183	552	19	50	1224	5389	8862	0.0	1196
sp|F4IH25|BOP1_ARATH	lcl|NC_035784.1_cds_XP_022342098.1_31931	45.295	627	321	8	146	751	424	2301	0.0	561
sp|F8VPQ2|ARI4A_MOUSE	lcl|NC_035783.1_cds_XP_022330298.1_24056	42.446	417	210	8	3	410	4	1191	1.59e-72	268
sp|G3UZ78|ADGB_MOUSE	lcl|NC_035786.1_cds_XP_022294389.1_43366	37.500	904	430	17	613	1414	2536	5148	1.74e-169	563
sp|G3V7L5|PO4F2_RAT	lcl|NC_035782.1_cds_XP_022327775.1_19913	66.968	221	68	2	195	410	115	777	6.35e-94	284
sp|G3V7X8|CP26B_RAT	lcl|NC_035785.1_cds_XP_022288365.1_38579	37.959	490	293	5	8	497	136	1572	7.89e-107	330
sp|G5E8Z2|TAF4B_MOUSE	lcl|NC_035784.1_cds_XP_022342444.1_31543	53.053	262	108	2	598	850	2020	2787	1.15e-77	272
sp|G5EC24|PTP2_CAEEL	lcl|NC_035784.1_cds_XP_022339757.1_30120	39.108	583	294	16	4	582	31	1608	1.59e-119	370
sp|G5EC86|MOE1_CAEEL	lcl|NC_035783.1_cds_XP_022331681.1_25244	45.570	79	39	1	113	191	346	570	2.50e-15	78.6
sp|G5ECD6|CHS1_CAEEL	lcl|NC_035782.1_cds_XP_022324473.1_18756	37.199	914	508	18	132	998	844	3528	2.22e-177	573
sp|G5ECH5|PP4R1_CAEEL	lcl|NC_035784.1_cds_XP_022341101.1_30318	33.746	323	164	5	997	1319	2056	2874	4.64e-44	176
sp|G5ED39|SEP1_CAEEL	lcl|NC_035780.1_cds_XP_022329763.1_3090	25.551	454	287	16	712	1139	5638	6924	2.25e-34	145
sp|G5EDE2|CBXH2_CAEEL	lcl|NC_035780.1_cds_XP_022299558.1_5206	32.847	137	91	1	31	166	286	696	6.68e-14	68.6
sp|G5EEH9|NUP98_CAEEL	lcl|NC_035782.1_cds_XP_022320774.1_19073	47.500	160	81	3	771	929	2089	2562	3.72e-40	165
sp|G5EEN4|GCK3_CAEEL	lcl|NC_035788.1_cds_XP_022306428.1_56599	64.392	337	109	6	101	435	25	1008	6.10e-140	418
sp|G5EET5|CBXH1_CAEEL	lcl|NC_035780.1_cds_XP_022299558.1_5206	36.170	141	77	3	44	171	274	696	1.84e-15	73.2
sp|G5EEV2|TRR1_CAEEL	lcl|NC_035788.1_cds_XP_022308869.1_52217	27.003	1685	1042	40	1793	3408	5050	9747	8.40e-154	542
sp|G5EF60|STIM1_CAEEL	lcl|NC_035782.1_cds_XP_022322887.1_18167	30.597	134	89	2	262	395	163	552	3.17e-13	73.2
sp|G5EG38|CDC16_CAEEL	lcl|NC_035785.1_cds_XP_022290179.1_39690	29.605	304	198	4	276	575	739	1614	1.58e-42	164
sp|G5EGQ6|TEN1_CAEEL	lcl|NC_035782.1_cds_XP_022322592.1_14671	29.864	1691	961	57	379	1996	1612	6228	5.19e-178	614
sp|H1UBK1|MAP2_CAEEL	lcl|NC_035787.1_cds_XP_022302909.1_49233	70.604	364	103	2	105	468	319	1398	0.0	551
sp|H2L056|UBXN3_CAEEL	lcl|NC_035781.1_cds_XP_022318721.1_10022	27.326	344	235	7	272	612	1045	2040	2.09e-26	115
sp|H2L099|GCK1_CAEEL	lcl|NC_035784.1_cds_XP_022341333.1_35842	75.627	279	67	1	27	305	28	861	1.87e-136	409
sp|K7SGN7|ZAR2B_XENLA	lcl|NC_035781.1_cds_XP_022318637.1_9920	42.045	88	48	1	208	292	37	300	4.44e-18	79.3
sp|M9MRD1|MS300_DROME	lcl|NC_035783.1_cds_XP_022330729.1_22787	28.103	6042	4170	57	635	6586	196	18069	0.0	2491
sp|M9NEY8|TET_DROME	lcl|NC_035781.1_cds_XP_022313682.1_6690	51.743	373	175	3	1597	1966	1192	2304	9.83e-111	388
sp|O00203|AP3B1_HUMAN	lcl|NC_035783.1_cds_XP_022332749.1_25475	69.477	688	189	7	1	676	1	2037	0.0	919
sp|O00238|BMR1B_HUMAN	lcl|NC_035781.1_cds_XP_022317289.1_7533	51.867	482	214	10	29	495	94	1530	1.03e-173	501
sp|O00327|BMAL1_HUMAN	lcl|NC_035783.1_cds_XP_022333901.1_23206	44.390	410	214	5	36	439	70	1275	2.36e-116	363
sp|O00507|USP9Y_HUMAN	lcl|NC_035785.1_cds_XP_022288268.1_39195	63.203	2560	868	29	1	2541	1	7515	0.0	3128
sp|O00571|DDX3X_HUMAN	lcl|NC_035784.1_cds_XP_022337078.1_34322	74.481	482	107	4	109	577	433	1869	0.0	738
sp|O01346|EGH_DROME	lcl|NC_035782.1_cds_XP_022322815.1_16529	51.429	420	203	1	32	450	124	1383	3.43e-146	427
sp|O01367|HOW_DROME	lcl|NC_035785.1_cds_XP_022288592.1_39436	55.046	327	136	5	74	392	31	1002	6.46e-106	317
sp|O01382|DRICE_DROME	lcl|NC_035781.1_cds_XP_022316669.1_9336	44.882	254	131	3	86	331	169	927	8.16e-70	230
sp|O01501|CCNE_CAEEL	lcl|NC_035784.1_cds_XP_022336414.1_28875	33.333	291	184	5	232	521	346	1191	7.06e-47	170
sp|O01767|EGG4_CAEEL	lcl|NC_035786.1_cds_XP_022292672.1_42608	28.000	275	183	6	427	688	1120	1938	2.61e-20	97.4
sp|O01798|SPE8_CAEEL	lcl|NC_035788.1_cds_XP_022309250.1_53886	33.815	346	210	10	93	433	1435	2430	2.33e-54	197
sp|O01803|RB11A_CAEEL	lcl|NC_035789.1_cds_XP_022311735.1_60111	78.972	214	40	1	1	209	1	642	2.91e-122	346
sp|O01836|GLH3_CAEEL	lcl|NC_035784.1_cds_XP_022337078.1_34322	40.299	469	242	10	246	698	523	1863	3.34e-108	345
sp|O02002|CASP1_DROME	lcl|NC_035781.1_cds_XP_022316669.1_9336	41.786	280	153	5	45	316	94	927	1.47e-66	221
sp|O02658|GLC7C_CAEEL	lcl|NC_035783.1_cds_XP_022333773.1_22035	55.082	305	132	3	1	301	1	912	1.85e-117	342
sp|O08550|KMT2B_MOUSE	lcl|NC_035782.1_cds_XP_022327360.1_17176	60.256	312	115	4	2406	2713	10219	11139	3.32e-114	410
