qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
sp|A2AU72|ARMC3_MOUSE	lcl|NC_086386.1_cds_XP_063414655.1_47634	41.893	919	445	9	15	881	43	2688	0.0	588
sp|A2CEI6|PIWL2_DANRE	lcl|NC_086379.1_cds_XP_063446364.1_30685	47.082	771	398	7	281	1046	526	2823	0.0	783
sp|A2CG63|ARI4B_MOUSE	lcl|NC_086375.1_cds_XP_063426530.1_11600	44.030	402	197	7	5	398	10	1155	3.97e-90	322
sp|A2RUB1|MEIOC_HUMAN	lcl|NC_086374.1_cds_XP_063422601.1_7665	58.378	185	71	3	723	907	1648	2184	2.17e-58	216
sp|A3KGV1|ODFP2_MOUSE	lcl|NC_086374.1_cds_XP_063422144.1_7132	42.133	769	422	7	66	823	196	2466	1.49e-178	535
sp|A3KPW9|BAG6_DANRE	lcl|NC_086374.1_cds_XP_063423283.1_8503	30.670	463	294	9	711	1156	2647	4005	3.87e-53	205
sp|A3KQH2|DRC9_DANRE	lcl|NC_086375.1_cds_XP_063429718.1_14734	35.376	359	187	6	7	324	22	1086	8.41e-61	200
sp|A4D1T9|PRS37_HUMAN	lcl|NC_086379.1_cds_XP_063445617.1_29855	26.214	206	135	4	40	230	988	1599	5.87e-15	74.7
sp|A4IH17|BAG6_XENTR	lcl|NC_086374.1_cds_XP_063423283.1_8503	28.541	466	289	8	694	1128	2656	4014	7.22e-42	169
sp|A4PES0|WEE2_PIG	lcl|NC_086382.1_cds_XP_063403564.1_38757	48.104	422	184	12	129	519	376	1629	2.09e-117	360
sp|A5D8V7|ODAD3_HUMAN	lcl|NC_086374.1_cds_XP_063424224.1_9685	37.372	487	299	4	67	549	37	1491	7.92e-52	187
sp|A5D8W1|CFA69_HUMAN	lcl|NC_086374.1_cds_XP_063421288.1_6146	45.016	913	486	8	26	930	82	2796	0.0	821
sp|A5D9M6|BAG6_PIG	lcl|NC_086374.1_cds_XP_063423283.1_8503	30.488	410	231	10	755	1124	2818	4005	6.69e-31	133
sp|A6N7Y9|PIWL1_CHICK	lcl|NC_086380.1_cds_XP_063396212.1_32302	54.641	765	335	8	112	867	337	2622	0.0	882
sp|A6NDE4|RBY1B_HUMAN	lcl|NC_086375.1_cds_XP_063430537.1_15619	51.765	85	40	1	3	86	85	339	5.65e-22	100
sp|A6PVC2|TTLL8_HUMAN	lcl|NC_086373.1_cds_XP_063446269.1_2428	49.858	351	170	3	261	607	1894	2940	2.67e-113	372
sp|A6QQL3|SEP14_BOVIN	lcl|NC_086386.1_cds_XP_063414234.1_47599	60.598	368	141	1	12	379	31	1122	5.78e-149	431
sp|A7DTF0|MRG1_CAEEL	lcl|NC_086376.1_cds_XP_063432982.1_17575	28.365	208	112	6	121	327	775	1290	1.93e-19	89.7
sp|A7X5R6|BAG6_ORNAN	lcl|NC_086374.1_cds_XP_063423283.1_8503	35.266	207	83	4	24	192	4	585	5.70e-22	104
sp|A7X8B7|PRGR_GORGO	lcl|NC_086375.1_cds_XP_063426287.1_11261	29.221	308	202	5	564	871	346	1221	1.24e-38	151
sp|A8D8P8|SIWI_BOMMO	lcl|NC_086380.1_cds_XP_063396212.1_32302	43.208	773	428	9	135	899	313	2622	0.0	655
sp|A8KBF3|PIWL2_XENTR	lcl|NC_086379.1_cds_XP_063446364.1_30685	48.553	760	382	6	195	949	556	2823	0.0	779
sp|A8MPH9|FOSLD_DROME	lcl|NC_086375.1_cds_XP_063426733.1_11874	42.857	77	44	0	380	456	451	681	2.15e-14	74.3
sp|A8WVU9|ROCK_CAEBR	lcl|NC_086373.1_cds_XP_063414945.1_5537	61.082	388	150	1	9	396	52	1212	1.15e-171	545
sp|A9Q751|PCDP1_MOUSE	lcl|NC_086374.1_cds_XP_063421129.1_5974	37.734	856	461	18	3	805	28	2538	4.72e-164	501
sp|A9ZSZ2|AGO3_BOMMO	lcl|NC_086379.1_cds_XP_063446364.1_30685	47.843	765	394	4	164	926	538	2823	0.0	755
sp|B0BLW3|LGR4_XENTR	lcl|NC_086381.1_cds_XP_063401072.1_34836	34.889	857	496	6	43	837	139	2709	9.82e-144	462
sp|B0BN28|SKA1_RAT	lcl|NC_086376.1_cds_XP_063434583.1_19512	49.573	117	59	0	136	252	454	804	1.31e-36	131
sp|B0LSW3|LIS1_FELCA	lcl|NC_086380.1_cds_XP_063396987.1_33479	74.396	414	100	3	1	410	1	1236	0.0	660
sp|B1A8Z2|CIB1_SHEEP	lcl|NC_086373.1_cds_XP_063431242.1_346	50.259	193	87	4	1	191	1	558	1.31e-41	139
sp|B1ASB6|SPOC1_MOUSE	lcl|NC_086383.1_cds_XP_063406848.1_40987	29.025	441	256	13	397	784	4714	6024	1.13e-39	162
sp|B1Q3J6|DNM1B_ORYSJ	lcl|NC_086374.1_cds_XP_063423755.1_9106	34.162	925	488	20	697	1527	1912	4605	9.42e-159	523
sp|B2GV50|RFX2_RAT	lcl|NC_086373.1_cds_XP_063409043.1_4809	58.844	588	210	11	71	653	232	1914	0.0	630
sp|B2RR83|YTDC2_MOUSE	lcl|NC_086376.1_cds_XP_063432361.1_16854	57.348	1184	476	13	52	1228	121	3606	0.0	1298
sp|B2RW38|CFA58_MOUSE	lcl|NC_086376.1_cds_XP_063434532.1_19445	59.268	874	351	3	1	870	1	2619	0.0	837
sp|B2RX14|TUT4_MOUSE	lcl|NC_086373.1_cds_XP_063445137.1_2321	51.528	458	199	9	888	1326	2539	3900	9.76e-133	451
sp|B2RXZ1|PNDC1_MOUSE	lcl|NC_086380.1_cds_XP_063396107.1_32144	34.638	511	315	8	8	504	25	1542	3.21e-97	306
sp|B2RYF7|WASH1_RAT	lcl|NC_086373.1_cds_XP_063440648.1_1653	51.923	260	118	5	10	264	10	783	3.67e-71	234
sp|B3M185|RAS1_DROAN	lcl|NC_086381.1_cds_XP_063400578.1_34216	87.117	163	21	0	1	163	1	489	2.25e-93	270
sp|B3M383|SPNE_DROAN	lcl|NC_086375.1_cds_XP_063427926.1_12643	34.908	1355	792	33	98	1404	379	4317	0.0	722
sp|B3MEY6|LIS1_DROAN	lcl|NC_086380.1_cds_XP_063396987.1_33479	70.146	412	120	1	3	411	1	1236	0.0	595
sp|B3MPN6|IRS1_DROAN	lcl|NC_086383.1_cds_XP_063407770.1_42391	31.679	262	162	4	25	286	136	870	1.30e-28	125
sp|B3N946|IRS1_DROER	lcl|NC_086383.1_cds_XP_063407770.1_42391	31.120	241	151	3	25	265	136	813	4.46e-27	120
sp|B3NPW0|LIS1_DROER	lcl|NC_086380.1_cds_XP_063396987.1_33479	70.631	412	118	1	3	411	1	1236	0.0	599
sp|B3NZR4|RAS1_DROER	lcl|NC_086381.1_cds_XP_063400578.1_34216	87.117	163	21	0	1	163	1	489	2.25e-93	270
sp|B3P3W1|SPNE_DROER	lcl|NC_086375.1_cds_XP_063427926.1_12643	33.888	1381	803	37	101	1423	379	4365	0.0	681
sp|B3P7F8|HH_DROER	lcl|NC_086374.1_cds_XP_063423266.1_8485	47.956	367	180	5	96	461	133	1203	6.75e-104	316
sp|B4GAJ1|LIS1_DROPE	lcl|NC_086380.1_cds_XP_063396987.1_33479	70.631	412	118	1	3	411	1	1236	0.0	594
sp|B4GEU5|SPNE_DROPE	lcl|NC_086375.1_cds_XP_063427926.1_12643	34.217	1245	730	29	94	1294	358	3957	0.0	673
sp|B4GFJ8|RAS1_DROPE	lcl|NC_086381.1_cds_XP_063400578.1_34216	87.730	163	20	0	1	163	1	489	2.93e-93	270
sp|B4HFB7|HH_DROSE	lcl|NC_086374.1_cds_XP_063423266.1_8485	47.956	367	180	5	96	461	133	1203	6.68e-104	316
sp|B4HKC7|RAS1_DROSE	lcl|NC_086381.1_cds_XP_063400578.1_34216	87.117	163	21	0	1	163	1	489	2.25e-93	270
sp|B4HLH4|SPNE_DROSE	lcl|NC_086375.1_cds_XP_063427926.1_12643	33.842	1377	810	34	102	1425	379	4365	0.0	676
sp|B4HSL3|LIS1_DROSE	lcl|NC_086380.1_cds_XP_063396987.1_33479	70.631	412	118	1	3	411	1	1236	0.0	600
sp|B4HWI2|IRS1_DROSE	lcl|NC_086383.1_cds_XP_063407771.1_42385	30.738	244	148	4	25	265	136	813	1.67e-26	119
sp|B4JWA1|LIS1_DROGR	lcl|NC_086380.1_cds_XP_063396987.1_33479	70.874	412	117	1	3	411	1	1236	0.0	598
sp|B4K5R2|SPNE_DROMO	lcl|NC_086375.1_cds_XP_063427926.1_12643	34.207	1374	804	35	104	1422	379	4365	0.0	700
sp|B4KT48|LIS1_DROMO	lcl|NC_086380.1_cds_XP_063396987.1_33479	71.602	412	114	1	3	411	1	1236	0.0	624
sp|B4LQ21|LIS1_DROVI	lcl|NC_086380.1_cds_XP_063396987.1_33479	70.631	412	118	1	3	411	1	1236	0.0	596
sp|B4LX81|SPNE_DROVI	lcl|NC_086375.1_cds_XP_063427926.1_12643	34.793	1279	748	29	104	1339	379	4086	0.0	705
sp|B4LY29|RAS1_DROVI	lcl|NC_086381.1_cds_XP_063400578.1_34216	87.117	163	21	0	1	163	1	489	4.44e-93	270
sp|B4NBB0|SPNE_DROWI	lcl|NC_086375.1_cds_XP_063427926.1_12643	32.870	1366	808	36	100	1407	373	4317	0.0	669
sp|B4P6P9|LIS1_DROYA	lcl|NC_086380.1_cds_XP_063396987.1_33479	70.631	412	118	1	3	411	1	1236	0.0	599
sp|B4PN49|HH_DROYA	lcl|NC_086374.1_cds_XP_063423266.1_8485	47.684	367	181	5	96	461	133	1203	4.56e-107	324
sp|B4PRJ9|SPNE_DROYA	lcl|NC_086375.1_cds_XP_063427926.1_12643	33.622	1386	804	35	101	1427	379	4365	0.0	685
sp|B4PUP5|RAS1_DROYA	lcl|NC_086381.1_cds_XP_063400578.1_34216	87.117	163	21	0	1	163	1	489	2.25e-93	270
sp|B4QHG6|LIS1_DROSI	lcl|NC_086380.1_cds_XP_063396987.1_33479	70.631	412	118	1	3	411	1	1236	0.0	600
sp|B4R1D8|HH_DROSI	lcl|NC_086374.1_cds_XP_063423266.1_8485	52.510	259	122	1	100	357	133	909	5.57e-84	263
sp|B5DE31|YBOX1_DANRE	lcl|NC_086382.1_cds_XP_063404929.1_39787	48.684	76	35	1	41	116	22	237	9.65e-15	71.6
sp|B7ZR30|STK10_XENLA	lcl|NC_086376.1_cds_XP_063435225.1_20283	57.500	320	132	2	1	316	1	960	7.17e-127	415
sp|B8A4F4|TDRD9_DANRE	lcl|NC_086375.1_cds_XP_063427926.1_12643	39.830	1293	703	23	87	1340	412	4182	0.0	887
sp|B9EKI3|TMF1_MOUSE	lcl|NC_086379.1_cds_XP_063445770.1_30027	45.073	619	321	4	480	1086	2134	3969	3.66e-114	385
sp|C1L7Y4|ANX13_SCHJA	lcl|NC_086379.1_cds_XP_063446486.1_30843	40.785	331	174	2	19	349	799	1725	3.72e-74	241
sp|C3VD30|ZAR1L_MOUSE	lcl|NC_086375.1_cds_XP_063425777.1_13760	47.727	88	43	1	194	278	10	273	1.79e-23	93.2
sp|C4QH88|ANX22_SCHMA	lcl|NC_086379.1_cds_XP_063443816.1_27490	41.617	334	187	2	25	358	862	1839	2.54e-76	248
sp|D0PV95|DDX3_CAEEL	lcl|NC_086375.1_cds_XP_063430000.1_15037	59.470	491	180	8	141	623	727	2166	0.0	571
sp|D2HHP1|WEE2_AILME	lcl|NC_086382.1_cds_XP_063403564.1_38757	45.082	488	211	17	95	559	364	1725	6.87e-109	338
sp|D2HXI8|GWL_AILME	lcl|NC_086381.1_cds_XP_063401367.1_35306	65.000	200	65	2	26	220	22	621	1.78e-75	266
sp|D3YUJ3|CCYL1_MOUSE	lcl|NC_086385.1_cds_XP_063411041.1_45418	60.714	308	107	4	69	366	163	1074	1.69e-127	371
sp|D3YVL2|CFA70_MOUSE	lcl|NC_086375.1_cds_XP_063429543.1_14529	42.894	1175	591	17	11	1141	43	3459	0.0	877
sp|D3Z3K2|CIP1_MOUSE	lcl|NC_086374.1_cds_XP_063424513.1_10027	44.878	205	112	1	8	212	13	624	6.72e-63	199
sp|D3Z4R1|HFM1_MOUSE	lcl|NC_086375.1_cds_XP_063429654.1_14645	52.859	997	434	16	246	1217	736	3693	0.0	1036
sp|D3ZD32|CHD5_RAT	lcl|NC_086384.1_cds_XP_063408573.1_44673	65.557	1202	349	11	332	1527	970	4398	0.0	1481
sp|D3ZKD3|ALKB5_RAT	lcl|NC_086379.1_cds_XP_063446147.1_30456	65.873	252	76	3	52	293	43	798	9.98e-117	344
sp|D3ZQF4|FKBP6_RAT	lcl|NC_086380.1_cds_XP_063448772.1_31185	34.754	305	197	2	20	322	208	1122	3.26e-51	177
sp|D3ZVK1|MCM8_RAT	lcl|NC_086381.1_cds_XP_063400649.1_34295	62.392	811	289	6	20	829	115	2502	0.0	995
sp|D4A2Z8|DHX36_RAT	lcl|NC_086375.1_cds_XP_063428538.1_13399	41.956	951	459	22	95	982	1411	4173	0.0	631
sp|D4A7T3|BRDT_RAT	lcl|NC_086374.1_cds_XP_063423748.1_9093	45.679	405	173	6	22	379	193	1407	5.30e-99	338
sp|D4AE59|STK11_RAT	lcl|NC_086373.1_cds_XP_063413122.1_5331	64.557	316	112	0	25	340	121	1068	9.07e-140	407
sp|E1BE10|PLD6_BOVIN	lcl|NC_086379.1_cds_XP_063445623.1_29865	42.105	171	96	2	40	209	130	636	1.68e-33	120
sp|E1BH29|ALKB5_BOVIN	lcl|NC_086379.1_cds_XP_063446147.1_30456	68.559	229	72	0	72	300	136	822	9.12e-117	344
sp|E1BHJ4|CP26B_BOVIN	lcl|NC_086376.1_cds_XP_063433670.1_18410	38.990	495	290	6	1	494	115	1566	2.75e-116	353
sp|E1BPX4|MCM8_BOVIN	lcl|NC_086381.1_cds_XP_063400649.1_34295	63.648	762	261	5	66	815	229	2502	0.0	952
sp|E2RD63|PLD6_CANLF	lcl|NC_086379.1_cds_XP_063445623.1_29865	40.909	176	93	2	45	217	133	636	5.22e-31	115
sp|E2RSS3|WEE2_CANLF	lcl|NC_086382.1_cds_XP_063403564.1_38757	42.259	549	272	16	30	561	163	1725	4.14e-119	365
sp|E7F1H9|YTHD2_DANRE	lcl|NC_086383.1_cds_XP_063406885.1_41059	73.295	176	47	0	398	573	922	1449	9.52e-91	290
sp|E7FE13|LGR4_DANRE	lcl|NC_086381.1_cds_XP_063401072.1_34836	34.380	669	356	11	32	619	94	2094	3.62e-108	366
sp|E9PSL7|CTRO_RAT	lcl|NC_086374.1_cds_XP_063420647.1_8821	32.842	950	584	14	1017	1927	6796	9600	1.03e-147	513
sp|E9Q3T6|PRD14_MOUSE	lcl|NC_086373.1_cds_XP_063427296.1_4177	60.204	392	135	5	185	558	247	1413	8.30e-159	462
sp|E9Q414|APOB_MOUSE	lcl|NC_086375.1_cds_XP_063426893.1_11691	23.888	967	631	29	38	966	79	2778	1.22e-52	207
sp|E9Q5K9|YTDC1_MOUSE	lcl|NC_086373.1_cds_XP_063413450.1_5366	46.448	366	138	8	347	676	955	1986	4.54e-75	258
sp|E9Q5M6|CFA44_MOUSE	lcl|NC_086378.1_cds_XP_063439738.1_24078	50.947	581	279	4	93	670	784	2517	0.0	623
sp|E9Q7R9|CFA43_MOUSE	lcl|NC_086376.1_cds_XP_063433253.1_17881	33.159	1722	1058	24	39	1680	31	5157	0.0	849
sp|E9Q8T7|DYH1_MOUSE	lcl|NC_086382.1_cds_XP_063403542.1_38724	64.208	4202	1470	13	68	4250	76	12636	0.0	5514
sp|E9Q956|MCMD2_MOUSE	lcl|NC_086386.1_cds_XP_063413446.1_49712	32.748	626	367	15	4	606	28	1812	1.01e-91	300
sp|E9Q9F7|CC146_MOUSE	lcl|NC_086373.1_cds_XP_063407021.1_4546	40.589	951	557	2	35	977	19	2871	0.0	638
sp|F1LVW7|DIAP3_RAT	lcl|NC_086386.1_cds_XP_063413074.1_48762	46.320	462	240	3	609	1064	1129	2508	4.38e-106	357
sp|F1LYL9|SOX9_RAT	lcl|NC_086379.1_cds_XP_063445281.1_29465	52.788	269	98	7	59	317	94	843	7.76e-69	228
sp|F1M5F3|MCM9_RAT	lcl|NC_086381.1_cds_XP_063400645.1_34289	60.611	622	242	2	12	631	70	1932	0.0	818
sp|F1M5M3|TEX14_RAT	lcl|NC_086379.1_cds_XP_063446096.1_30401	32.454	493	308	11	21	504	40	1470	2.62e-69	256
sp|F1MJR8|TEX14_BOVIN	lcl|NC_086379.1_cds_XP_063446094.1_30404	33.333	501	309	11	13	503	13	1470	1.68e-76	279
sp|F1MLX5|LGR4_BOVIN	lcl|NC_086381.1_cds_XP_063401072.1_34836	34.520	843	487	5	39	817	133	2658	1.34e-154	491
sp|F1N206|DLDH_BOVIN	lcl|NC_086373.1_cds_XP_063438182.1_1233	74.633	477	119	2	33	509	88	1512	0.0	744
sp|F1N2W9|MCM9_BOVIN	lcl|NC_086381.1_cds_XP_063400645.1_34289	60.932	622	239	3	12	630	70	1932	0.0	833
sp|F1QLR3|FXR1_DANRE	lcl|NC_086375.1_cds_XP_063428844.1_13743	55.875	383	164	5	1	380	1	1143	2.31e-141	427
sp|F1R237|TDRD6_DANRE	lcl|NC_086373.1_cds_XP_063433954.1_668	24.191	773	521	27	293	1045	6178	8361	6.45e-35	149
sp|F1R777|MTA70_DANRE	lcl|NC_086378.1_cds_XP_063439001.1_23115	53.297	546	191	10	39	581	184	1638	0.0	533
sp|F1RRW5|ACE_PIG	lcl|NC_086374.1_cds_XP_063422652.1_7740	51.293	1199	557	13	35	1224	1846	5388	0.0	1275
sp|F4IH25|BOP1_ARATH	lcl|NC_086378.1_cds_XP_063441832.1_27012	45.968	620	318	7	146	751	355	2205	0.0	561
sp|F8VPQ2|ARI4A_MOUSE	lcl|NC_086375.1_cds_XP_063426528.1_11599	42.995	414	213	7	4	410	7	1200	3.78e-74	273
sp|G3UZ78|ADGB_MOUSE	lcl|NC_086382.1_cds_XP_063405052.1_39942	34.515	846	430	11	666	1414	2815	5271	4.24e-134	462
sp|G3V7L5|PO4F2_RAT	lcl|NC_086386.1_cds_XP_063413211.1_49046	68.750	224	57	5	195	410	100	756	1.41e-93	283
sp|G3V7X8|CP26B_RAT	lcl|NC_086376.1_cds_XP_063433670.1_18410	38.788	495	291	6	1	494	115	1566	6.37e-116	353
sp|G5E8Z2|TAF4B_MOUSE	lcl|NC_086378.1_cds_XP_063439705.1_24037	50.769	260	115	3	598	850	1921	2682	2.05e-76	268
sp|G5EC24|PTP2_CAEEL	lcl|NC_086384.1_cds_XP_063409391.1_43481	37.563	591	298	17	1	582	25	1611	4.16e-112	351
sp|G5EC86|MOE1_CAEEL	lcl|NW_026963317.1_cds_XP_063418698.1_52380	49.254	67	30	1	113	179	310	498	5.13e-15	77.4
sp|G5ECD6|CHS1_CAEEL	lcl|NW_026963298.1_cds_XP_063417559.1_51188	39.826	806	408	11	457	1238	796	3054	0.0	573
sp|G5ECH5|PP4R1_CAEEL	lcl|NC_086378.1_cds_XP_063441436.1_26537	33.731	335	169	6	989	1319	1933	2790	2.91e-41	167
sp|G5ED39|SEP1_CAEEL	lcl|NC_086374.1_cds_XP_063423308.1_8572	27.235	481	304	14	678	1139	5278	6639	6.86e-42	170
sp|G5EDE2|CBXH2_CAEEL	lcl|NC_086374.1_cds_XP_063425201.1_10890	34.899	149	95	2	19	166	166	609	3.44e-19	82.0
sp|G5EEH9|NUP98_CAEEL	lcl|NC_086386.1_cds_XP_063413432.1_47420	46.875	160	85	0	770	929	2206	2685	6.83e-41	167
sp|G5EEN4|GCK3_CAEEL	lcl|NC_086374.1_cds_XP_063421533.1_6430	64.671	334	109	4	101	432	46	1026	3.50e-141	421
sp|G5EET5|CBXH1_CAEEL	lcl|NC_086374.1_cds_XP_063425201.1_10890	38.667	150	75	3	37	171	166	609	7.93e-22	89.4
sp|G5EEV2|TRR1_CAEEL	lcl|NC_086373.1_cds_XP_063400593.1_3600	26.515	1667	1075	37	1792	3408	5023	9723	2.31e-152	537
sp|G5EF60|STIM1_CAEEL	lcl|NC_086386.1_cds_XP_063413001.1_50125	31.088	386	221	10	40	386	154	1293	1.33e-38	150
sp|G5EG38|CDC16_CAEEL	lcl|NC_086375.1_cds_XP_063430234.1_15291	31.293	294	189	3	276	565	733	1587	3.74e-47	176
sp|G5EGQ6|TEN1_CAEEL	lcl|NC_086386.1_cds_XP_063415377.1_47288	26.389	2501	1544	74	267	2660	1264	8196	0.0	719
sp|H1UBK1|MAP2_CAEEL	lcl|NC_086373.1_cds_XP_063430988.1_269	68.956	364	109	2	105	468	325	1404	0.0	541
sp|H2L056|UBXN3_CAEEL	lcl|NC_086373.1_cds_XP_063404392.1_4103	29.446	343	227	7	273	612	1054	2046	1.33e-26	116
sp|H2L099|GCK1_CAEEL	lcl|NC_086375.1_cds_XP_063430834.1_15959	75.180	278	68	1	28	305	67	897	3.09e-135	406
sp|K7SGN7|ZAR2B_XENLA	lcl|NC_086375.1_cds_XP_063425777.1_13760	44.944	89	46	1	207	292	10	276	5.48e-25	97.4
sp|M9MRD1|MS300_DROME	lcl|NC_086375.1_cds_XP_063427309.1_12123	28.211	5987	4116	55	635	6525	154	17856	0.0	2518
sp|M9NEY8|TET_DROME	lcl|NC_086379.1_cds_XP_063444734.1_28756	51.585	347	164	2	1624	1968	3724	4758	3.48e-110	395
sp|O00203|AP3B1_HUMAN	lcl|NC_086376.1_cds_XP_063432330.1_16805	72.796	658	167	4	13	661	4	1968	0.0	943
sp|O00238|BMR1B_HUMAN	lcl|NC_086379.1_cds_XP_063445664.1_29898	54.733	486	197	9	30	496	82	1527	0.0	523
sp|O00327|BMAL1_HUMAN	lcl|NC_086381.1_cds_XP_063400502.1_34110	54.472	492	190	9	36	509	25	1452	1.01e-179	521
sp|O00507|USP9Y_HUMAN	lcl|NC_086375.1_cds_XP_063428384.1_13218	62.559	2532	886	26	1	2510	1	7476	0.0	3070
sp|O00571|DDX3X_HUMAN	lcl|NC_086375.1_cds_XP_063430003.1_15038	73.662	467	108	3	124	577	733	2127	0.0	723
sp|O01346|EGH_DROME	lcl|NC_086386.1_cds_XP_063415445.1_49116	49.537	432	214	2	21	451	79	1365	2.27e-151	439
sp|O01367|HOW_DROME	lcl|NC_086382.1_cds_XP_063402832.1_37815	50.000	346	140	9	77	392	40	1068	1.41e-97	296
sp|O01382|DRICE_DROME	lcl|NC_086379.1_cds_XP_063444243.1_28125	44.223	251	135	4	86	332	133	882	8.45e-68	215
sp|O01501|CCNE_CAEEL	lcl|NC_086378.1_cds_XP_063440242.1_24870	33.080	263	165	5	232	493	400	1158	6.73e-42	157
sp|O01767|EGG4_CAEEL	lcl|NC_086373.1_cds_XP_063411828.1_5174	29.655	290	169	10	407	679	4279	5094	3.18e-23	107
sp|O01798|SPE8_CAEEL	lcl|NC_086377.1_cds_XP_063437334.1_21188	31.940	335	211	9	105	433	1441	2412	4.48e-48	179
sp|O01803|RB11A_CAEEL	lcl|NC_086377.1_cds_XP_063438277.1_22903	80.841	214	36	2	1	209	1	642	3.52e-123	348
sp|O01836|GLH3_CAEEL	lcl|NC_086373.1_cds_XP_063396898.1_3034	39.921	506	274	9	201	698	607	2058	1.90e-116	368
sp|O02002|CASP1_DROME	lcl|NC_086379.1_cds_XP_063444243.1_28125	42.215	289	158	5	30	313	16	870	1.79e-72	227
sp|O02658|GLC7C_CAEEL	lcl|NC_086375.1_cds_XP_063426823.1_11948	55.333	300	131	3	5	303	16	909	1.51e-119	347
